item,name_en,name_ja,name_ja_hrkt,name_ja_roma,name_fr,name_fr_fr,name_de,name_es,name_es_es,name_es_419,name_it,name_ko,name_ko_latn,name_zh_hant,name_zh_hans,name_zh_cmn,name_zh_yue,name_cs,name_pt_br,name_pt_pt,name_ca,name_da,name_fi,name_fr_ca,name_he,name_he_latn,name_hi,name_hi_latn,name_hu,name_id,name_ms,name_nl,name_no,name_pl,name_ru,name_ru_latn,name_sv,name_ta,name_ta_latn,name_te,name_te_latn,name_th,name_th_latn,name_tr,name_vi,name_zh_cmn_latn,name_zh_yue_latn
pink-cup,Pink Cup,ピンクカップ,ピンクカップ,,Tasse Rose,,Pinke Tasse,Taza Rosa,,,Tazza rosa,핑크 컵,Pink Cup,粉紅水杯,粉红水杯,粉紅水杯 / 粉红水杯,粉紅水杯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fěnhóng Shuǐbēi,Fánhùhng Séuibūi
blue-cup,Blue Cup,ブルーカップ,ブルーカップ,Blue Cup,Tasse Bleue,,Blaue Tasse,Taza Azul,,,Tazza celeste,블루 컵,Blue Cup,藍色水杯,蓝色水杯,藍色水杯 / 蓝色水杯,藍色水杯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lán-sè Shuǐbēi,Làahm-sīk Séuibūi
yellow-cup,Yellow Cup,イエローカップ,イエローカップ,Ierō Kappu,Tasse Jaune,,Gelbe Tasse,Taza Amarilla,,,Tazza gialla,옐로 컵,Yellow Cup,黃色水杯,黄色水杯,黃色水杯 / 黄色水杯,黃色水杯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Huáng-sè Shuǐbēi,Wòhng-sīk Séuibūi
pikachu-cup,Pikachu Cup,ピカチュウカップ,ピカチュウカップ,Pikachu Cup,Tasse Pikachu,,Pikachu-Tasse,Taza Pikachu,,,Tazza Pikachu,피카츄 컵,Pikachu Cup,皮卡丘水杯,皮卡丘水杯,皮卡丘水杯,皮卡丘水杯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Píkǎqiū Shuǐbēi,Pikachu Séuibūi
eevee-cup,Eevee Cup,イーブイカップ,イーブイカップ,Eievui Cup,Tasse Évoli,,Evoli-Tasse,Taza Eevee,,,Tazza Eevee,이브이 컵,Eevee Cup,伊布水杯,伊布水杯,伊布水杯,伊布水杯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yībù Shuǐbēi,Yībou Séuibūi
slowpoke-cup,Slowpoke Cup,ヤドンカップ,ヤドンカップ,Yadon Cup,Tasse Ramoloss,,Flegmon-Tasse,Taza Slowpoke,,,Tazza Slowpoke,야돈 컵,Yadon Cup,呆呆獸水杯,呆呆兽水杯,呆呆獸水杯 / 呆呆兽水杯,呆呆獸水杯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dāidāishòu Shuǐbēi,Ngòihngòihsau Séuibūi
silver-cup,Silver Cup,シルバーチタンカップ,シルバーチタンカップ,Shirubā Chitan Kappu,Tasse Titane (Argent),,Silber-Titantasse,Taza Plateada,Taza Plateada,Taza Plata,Tazza argento,실버 티탄 컵,Silver Titanium Cup,銀鈦水杯,银钛水杯,銀鈦水杯 / 银钛水杯,銀鈦水杯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yín Tài Shuǐbēi,Ngàhn Taai Séuibūi
exercise-ball,Exercise Ball,バランスボール,バランスボール,Balance Ball,Ballon d'Exercice,,Gymnastik-Ball,Pelota Pilates,,,Palla fitness,밸런스볼,Balance Ball,瑜珈球,瑜珈球,瑜珈球,瑜珈球,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yújiā Qiú,Yùhgā Kàuh
plaid-tablecloth-y,Plaid Tablecloth (Y),きいろチェッククロス,きいろチェッククロス,Kiiro Chekku Kurosu,Nappe Tartan Jaune,,Gelbkaro-Tischtuch,Mantel Cuadros Ámbar,,,Tovaglia a quadri gialla,옐로 체크 테이블보,Yellow Check Tablecloth,黃色格子桌巾,黄色格子桌巾,黃色格子桌巾 / 黄色格子桌巾,黃色格子桌巾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Huáng-sè Gézi Zhuōjīn,Wòhng-sīk Gaakjí Cheukgān
plaid-tablecloth-b,Plaid Tablecloth (B),あおチェッククロス,あおチェッククロス,Ao Chekku Kurosu,Nappe Tartan Bleue,,Blaukaro-Tischtuch,Mantel Cuadros Azul,,,Tovaglia a quadri viola,블루 체크 테이블보,Blue Check Tablecloth,藍色格子桌巾,蓝色格子桌巾,藍色格子桌巾 / 蓝色格子桌巾,藍色格子桌巾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lán-sè Gézi Zhuōjīn,Làahm-sīk Gaakjí Cheukgān
plaid-tablecloth-r,Plaid Tablecloth (R),あかチェッククロス,あかチェッククロス,Aka Chekku Kurosu,Nappe Tartan Rouge,,Rotkaro-Tischtuch,Mantel Cuadros Rojo,,,Tovaglia a quadri rossa,레드 체크 테이블보,Red Check Tablecloth,紅色格子桌巾,红色格子桌巾,紅色格子桌巾 / 红色格子桌巾,紅色格子桌巾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hóng-sè Gézi Zhuōjīn,Hùhng-sīk Gaakjí Cheukgān
bw-grass-tablecloth,B&W Grass Tablecloth,くさむらモノクロス,くさむらモノクロス,Kusamura Monokurosu,Nappe Hautes Herbes,,Retro-Gras-Tischtuch,Mantel Hierba Alta,,,Tovaglia erba alta,풀숲 흑백 테이블보,Pul-sup Heukbaek Teibeulbo,黑白草叢桌巾,黑白草丛桌巾,黑白草叢桌巾 / 黑白草丛桌巾,黑白草叢桌巾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hēibái Cǎocóng Zhuōjīn,Hākbaahk Chóuchùhng Cheukgān
battle-tablecloth,Battle Tablecloth,しょうぶクロス,しょうぶクロス,Shōbu Kurosu,Nappe Combat Pokémon,,Action-Tischtuch,Mantel Combate,,,Tovaglia sfida,배틀 테이블보,,對決桌巾,对决桌巾,對決桌巾 / 对决桌巾,對決桌巾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duìjué Zhuōjīn,Deuikyut Cheukgān
monstrous-tablecloth,Monstrous Tablecloth,かいじゅうクロス,かいじゅうクロス,Kaijū Kurosu,Nappe Kaiju,,Ungeheuer-Tischtuch,Mantel Monstruoso,,,Tovaglia mostruosa,괴수 테이블보,Monster Tablecloth,怪獸桌巾,怪兽桌巾,怪獸桌巾 / 怪兽桌巾,怪獸桌巾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guàishòu Zhuōjīn,Gwaaisau Cheukgān
striped-tablecloth,Striped Tablecloth,ストライプクロス,ストライプクロス,Sutoraipu Kurosu,Nappe à Rayures,,Streifen-Tischtuch,Mantel Rayas,,,Tovaglia a righe,줄무늬 테이블보,Stripe Tablecloth,條紋桌巾,条纹桌巾,條紋桌巾 / 条纹桌巾,條紋桌巾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tiáowén Zhuōjīn,Tìuhmàhn Cheukgān
diamond-tablecloth,Diamond Tablecloth,ダイヤクロス,ダイヤクロス,Daiya Kurosu,Nappe à Losanges,,Rauten-Tischtuch,Mantel Rombos,,,Tovaglia a rombi,다이아 테이블보,Diamond Tablecloth,菱紋桌巾,菱纹桌巾,菱紋桌巾 / 菱纹桌巾,菱紋桌巾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Língwén Zhuōjīn,Lìhngmàhn Cheukgān
polka-dot-tablecloth,Polka-Dot Tablecloth,みずたまクロス,みずたまクロス,Mizutama Kurosu,Nappe à Pois,,Punkte-Tischtuch,Mantel Lunares,,,Tovaglia a pois,물방울 테이블보,Mulbang-ul Teibeulbo,圓點桌巾,圆点桌巾,圓點桌巾 / 圆点桌巾,圓點桌巾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yuándiǎn Zhuōjīn,Yùhndím Cheukgān
lilac-tablecloth,Lilac Tablecloth,パープルクロス,パープルクロス,Pāpuru Kurosu,Nappe Mauve,,Violettes Tischtuch,Mantel Malva,Mantel Malva,Mantel Violeta,Tovaglia lilla,퍼플 테이블보,,紫色桌巾,紫色桌巾,紫色桌巾,紫色桌巾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zǐ-sè Zhuōjīn,Jí-sīk Cheukgān
mint-tablecloth,Mint Tablecloth,ミントクロス,ミントクロス,Minto Kurosu,Nappe Menthe,,Türkises Tischtuch,Mantel Menta,,,Tovaglia menta,민트 테이블보,Mint Tablecloth,淺綠桌巾,浅绿桌巾,浅绿桌巾,淺綠桌巾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qiǎnlǜ Zhuōjīn,Chínluhk Cheukgān
peach-tablecloth,Peach Tablecloth,ベージュクロス,ベージュクロス,Bēju Kurosu,Nappe Beige,,Beiges Tischtuch,Mantel Beis,Mantel Beis,Mantel Beige,Tovaglia pesca,베이지 테이블보,Beiji Teibeulbo,米色桌巾,米色桌巾,米色桌巾,米色桌巾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mǐ-sè Zhuōjīn,Máih-sīk Cheukgān
yellow-tablecloth,Yellow Tablecloth,イエロークロス,イエロークロス,Yellow Cloth,Nappe Jaune,,Gelbes Tischtuch,Mantel Amarillo,,,Tovaglia gialla,옐로 테이블보,Yellow Tablecloth,黃色桌巾,黄色桌巾,黃色桌巾 / 黄色桌巾,黃色桌巾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Huáng-sè Zhuōjīn,Wòhng-sīk Cheukgān
blue-tablecloth,Blue Tablecloth,ブルークロス,ブルークロス,Blue Cloth,Nappe Bleue,,Blaues Tischtuch,Mantel Azul,,,Tovaglia blu,블루 테이블보,Blue Tablecloth,藍色桌巾,蓝色桌巾,藍色桌巾 / 蓝色桌巾,藍色桌巾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lán-sè Zhuōjīn,Làahm-sīk Cheukgān
pink-tablecloth,Pink Tablecloth,ピンククロス,ピンククロス,Pinku Kurosu,Nappe Rose,,Pinkes Tischtuch,Mantel Rosa,,,Tovaglia rosa,핑크 테이블보,Pink Tablecloth,粉紅桌巾,粉红桌巾,粉紅桌巾 / 粉红桌巾,粉紅桌巾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fěnhóng Zhuōjīn,Fánhùhng Cheukgān
gold-bottle,Gold Bottle,ゴールドチタンボトル,ゴールドチタンボトル,Gōrudo Chitan Botoru,Gourde Titane (Or),,Gold-Titanflasche,Termo Dorado,Termo Dorado,Termo Oro,Borraccia oro,골드 티탄 보틀,Gold Titanium Bottle,金鈦水壺,金钛水壶,金鈦水壺 / 金钛水壶,金鈦水壺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jīn Tài Shuǐhú,Gām Taai Séuiwú
bronze-bottle,Bronze Bottle,ブロンズチタンボトル,ブロンズチタンボトル,Bronze Titanium Bottle,Gourde Titane (Bronze),,Bronze-Titanflasche,Termo Bronceado,Termo Bronceado,Termo Bronce,Borraccia bronzo,브론즈 티탄 보틀,Bronze Titanium Bottle,銅鈦水壺,铜钛水壶,銅鈦水壺 / 铜钛水壶,銅鈦水壺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tóng Tài Shuǐhú,Tùhng Taai Séuiwú
gold-cup,Gold Cup,ゴールドチタンカップ,ゴールドチタンカップ,Gōrudo Chitan Kappu,Tasse Titane (Or),,Gold-Titantasse,Taza Dorada,,,Tazza oro,골드 티탄 컵,Gold Titanium Cup,金鈦水杯,金钛水杯,金鈦水杯 / 金钛水杯,金鈦水杯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jīn Tài Shuǐbēi,Gām Taai Séuibūi
bronze-cup,Bronze Cup,ブロンズチタンカップ,ブロンズチタンカップ,Bronze Titanium Cup,Tasse Titane (Bronze),,Bronze-Titantasse,Taza Bronceada,,,Tazza bronzo,브론즈 티탄 컵,Bronze Titanium Cup,銅鈦水杯,铜钛水杯,銅鈦水杯 / 铜钛水杯,銅鈦水杯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tóng Tài Shuǐbēi,Tùhng Taai Séuibūi
green-poke-ball-pick,Green Poké Ball Pick,みどりボールピック,みどりボールピック,Midori Bōru Pikku,Pique à Ball Verte,,Grünball-Pikser,Palillo Ball Verde,Palillo Ball Verde,Palillo Bola Verde,Stecchino Ball verde,초록 볼 픽,Green Ball Pick,綠珠珠三明治籤,绿珠珠三明治签,綠珠珠三明治籤 / 绿珠珠三明治签,綠珠珠三明治籤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lǜ Zhūzhū Sānmíngzhì Qiān,Luhk Jyūjyū Sāammìhngjih Chīm
red-poke-ball-pick,Red Poké Ball Pick,あかボールピック,あかボールピック,Aka Bōru Pikku,Pique à Ball Rouge,,Rotball-Pikser,Palillo Ball Roja,Palillo Ball Roja,Palillo Bola Roja,Stecchino Ball rosso,빨강 볼 픽,Red Ball Pick,紅珠珠三明治籤,红珠珠三明治签,紅珠珠三明治籤 / 红珠珠三明治签,紅珠珠三明治籤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hóng Zhūzhū Sānmíngzhì Qiān,Hùhng Jyūjyū Sāammìhngjih Chīm
party-sparkler-pick,Party Sparkler Pick,おいわいはなびピック,おいわいはなびピック,,Pique Feu d'Artifice,,Wunderkerzen-Pikser,Palillo Bengala,,,Stecchino scintille,축하 폭죽 픽,,煙火祝慶三明治籤,烟花祝庆三明治签,煙火祝慶三明治籤,煙火祝慶三明治籤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yānhuǒ Zhùqìng Sānmíngzhì Qiān,Yīnfó Jūkhing Sāammìhngjih Chīm
heroic-sword-pick,Heroic Sword Pick,ゆうしゃのけんピック,ゆうしゃのけんピック,Yūsha no Ken Pikku,Pique Épée du Héros,,Heldenschwert-Pikser,Palillo Heroico,,,Stecchino spadone,용사의 검 픽,,勇者之劍三明治籤,勇者之剑三明治签,勇者之劍三明治籤 / 勇者之剑三明治签,勇者之劍三明治籤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yǒngzhě zhī Jiàn Sānmíngzhì Qiān,Yúhngjé jī Gim Sāammìhngjih Chīm
magical-star-pick,Magical Star Pick,マジカルスターピック,マジカルスターピック,,Pique Étoile Magique,,Zauberstern-Pikser,Palillo Estrella,,,Stecchino magistella,매지컬 스타 픽,,魔法星星三明治籤,魔法星星三明治签,魔法星星三明治籤 / 魔法星星三明治签,魔法星星三明治籤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mófǎ Xīngxīng Sānmíngzhì Qiān,Mōfaat Sīngsīng Sāammìhngjih Chīm
magical-heart-pick,Magical Heart Pick,マジカルハートピック,マジカルハートピック,Majikaru Hāto Pikku,Pique Cœur Magique,,Zauberherz-Pikser,Palillo Corazón,,,Stecchino magicuore,매지컬 하트 픽,Maejikeol Hateu Pik,魔法甜心三明治籤,魔法甜心三明治签,魔法甜心三明治籤 / 魔法甜心三明治签,魔法甜心三明治籤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mófǎ Tiánxīn Sānmíngzhì Qiān,Mōfaat Tìhmsām Sāammìhngjih Chīm
parasol-pick,Parasol Pick,パラソルピック,パラソルピック,Parasol Pick,Pique Parasol,,Schirmchen-Pikser,Palillo Sombrilla,,,Ombrellino,파라솔 픽,Parasol Pick,陽傘三明治籤,阳伞三明治签,陽傘三明治籤 / 阳伞三明治签,陽傘三明治籤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yángsǎn Sānmíngzhì Qiān,Yèuhngsaan Sāammìhngjih Chīm
blue-sky-flower-pick,Blue-Sky Flower Pick,あおぞらおはなピック,あおぞらおはなピック,Aozora Ohana Pikku,Pique Fleur d'Azur,,Mittagsblumen-Pikser,Palillo Flor Azul,,,Stecchino fiore blu,푸른하늘 꽃 픽,Blue Sky Flower Pick,晴空花三明治籤,晴空花三明治签,晴空花三明治籤 / 晴空花三明治签,晴空花三明治籤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qíngkōnghuā Sānmíngzhì Qiān,Chìhnghūngfā Sāammìhngjih Chīm
sunset-flower-pick,Sunset Flower Pick,ゆうやけおはなピック,ゆうやけおはなピック,,Pique Fleur du Ponant,,Abendblumen-Pikser,Palillo Flor Naranja,,,Stecchino fiore arancio,저녁노을 꽃 픽,,夕陽花三明治籤,夕阳花三明治签,夕陽花三明治籤 / 夕阳花三明治签,夕陽花三明治籤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xīyánghuā Sānmíngzhì Qiān,Jihkyèuhngfā Sāammìhngjih Chīm
sunrise-flower-pick,Sunrise Flower Pick,あさやけおはなピック,あさやけおはなピック,,Pique Fleur du Levant,,Morgenblumen-Pikser,Palillo Flor Rosa,,,Stecchino fiore rosso,아침노을 꽃 픽,,朝霞花三明治籤,朝霞花三明治签,朝霞花三明治籤 / 朝霞花三明治签,朝霞花三明治籤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zhāoxiáhuā Sānmíngzhì Qiān,Jīuhàhfā Sāammìhngjih Chīm
blue-dish,Blue Dish,ブループレート,ブループレート,Blue Plate,Assiette Bleue,,Blauer Teller,Plato Azul,,,Piatto celeste,블루 플레이트,Blue Plate,藍色盤子,蓝色盘子,藍色盤子 / 蓝色盘子,藍色盤子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lán-sè Pánzi,Làahm-sīk Pùhnjí
green-dish,Green Dish,グリーンプレート,グリーンプレート,Gurīn Purēto,Assiette Verte,,Grüner Teller,Plato Verde,,,Piatto verde,그린 플레이트,Green Plate,綠色盤子,绿色盘子,綠色盤子 / 绿色盘子,綠色盤子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lǜ-sè Pánzi,Luhk-sīk Pùhnjí
orange-dish,Orange Dish,オレンジプレート,オレンジプレート,Orenji Purēto,Assiette Orange,,Oranger Teller,Plato Naranja,,,Piatto arancione,오렌지 플레이트,Orange Plate,橘色盤子,橘色盘子,橘色盤子 / 橘色盘子,橘色盤子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jú-sè Pánzi,Gwāt-sīk Pùhnjí
red-dish,Red Dish,レッドプレート,レッドプレート,Red Plate,Assiette Rouge,,Roter Teller,Plato Rojo,,,Piatto rosso,레드 플레이트,Red Plate,紅色盤子,红色盘子,紅色盤子 / 红色盘子,紅色盤子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hóng-sè Pánzi,Hùhng-sīk Pùhnjí
white-dish,White Dish,ホワイトプレート,ホワイトプレート,Howaito Purēto,Assiette Blanche,,Weißer Teller,Plato Blanco,,,Piatto bianco,화이트 플레이트,White Plate,白色盤子,白色盘子,白色盤子 / 白色盘子,白色盤子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bái-sè Pánzi,Baahk-sīk Pùhnjí
yellow-dish,Yellow Dish,イエロープレート,イエロープレート,Yellow Plate,Assiette Jaune,,Gelber Teller,Plato Amarillo,,,Piatto giallo,옐로 플레이트,Yellow Plate,黃色盤子,黄色盘子,黃色盤子 / 黄色盘子,黃色盤子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Huáng-sè Pánzi,Wòhng-sīk Pùhnjí
roto-stick,Roto Stick,ロトりぼう,ロトりぼう,Rotoribō,Perche à Motismart,,Rotom-Stick,Paloselfi Rotom,,,Bastone Rotoselfie,로토무셀카봉,Rotomu Selkabong,,,洛拍棒,洛拍棒,,Roto-bastão,,,,,,,,,,,Tongsis Rotom,,,,,,,,,,,,ไม้เซลฟี่โรตอม,,,,Luò-Pāibàng,Lok-Paakpáahng
teal-style-card,Teal Style Card,おしゃれカードみどり,おしゃれカードみどり,,Carte Élégance Verte,,Grüne Style-Karte,Tarjeta Chic Verde,,,Tessera chic verde,멋쟁이카드 그린,Meotjaeng-i Kadeu Geurin,碧之時尚名人卡,碧之时尚名人卡,碧之時尚名人卡 / 碧之时尚名人卡,碧之時尚名人卡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bì zhī Shíshàng-Míngrén Kǎ,Bīk jī Sìhseuhng-Mìhngyàhn Kā
teal-mask,Teal Mask,みどりのめん,みどりのめん,Midori no Men,Masque Turquoise,,Türkisgrüne Maske,Máscara Turquesa,,,Maschera Turchese,벽록의가면,Byeongnog-ui Gamyeon,碧草面具,碧草面具,碧草面具,碧草面具,,Máscara Turquesa,,,,,,,,,,,,,,,,,,,,,,,,,,,Bìcǎo Miànjù,Bīkchóu Mihngeuih
glimmering-charm,Glimmering Charm,きらめくおまもり,きらめくおまもり,Kirameku Omamori,Charme Éclatant,,Glitzerpin,Amuleto Cristalino,,,Brillamuleto,반짝이는부적,Glittering Charm,晶耀護符,晶耀护符,晶耀護符 / 晶耀护符,晶耀護符,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jīngyào Hùfú,Jīngyiuh Wuhfùh
crystal-cluster,Crystal Cluster,けっしょうのかけら,けっしょうのかけら,,Morceau de Cristal,,Kristallfragment,Fragmento de Cristal,,,Pezzo di cristallo,결정조각,,結晶碎片,结晶碎片,結晶碎片 / 结晶碎片,結晶碎片,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jiéjīng Suìpiàn,Gitjīng Seuipín
fairy-feather,Fairy Feather,ようせいのハネ,ようせいのハネ,,Plume Enchantée,,Feendaune,Pluma Feérica,,Pluma Feérica,Piuma fatata,요정의깃털,,妖精之羽,妖精之羽,妖精之羽,妖精之羽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yāojing zhī Yǔ,Yíujīng jī Yúh
wellspring-mask,Wellspring Mask,いどのめん,いどのめん,Ido no Men,Masque du Puits,,Brunnenmaske,Máscara Fuente,,,Maschera Pozzo,우물의가면,Umur-ui Gamyeon,水井面具,水井面具,水井面具,水井面具,,Máscara Nascente,,,,,,,,,,,,,,,,,,,,,,,,,,,Shuǐjǐng Miànjù,Séuijéng Mihngeuih
hearthflame-mask,Hearthflame Mask,かまどのめん,かまどのめん,Kamado Mask,Masque du Fourneau,,Ofenmaske,Máscara Horno,,,Maschera Focolare,화덕의가면,Hwadeog-ui Gamyeon,火灶面具,火灶面具,火灶面具,火灶面具,,Máscara Fornalha,,,,,,,,,,,,,,,,,,,,,,,,,,,Huǒzào Miànjù,Fójou Mihngeuih
cornerstone-mask,Cornerstone Mask,いしずえのめん,いしずえのめん,,Masque de la Pierre,,Fundamentmaske,Máscara Cimiento,,,Maschera Fondamenta,주춧돌의가면,Juchutdor-ui Gamyeon,礎石面具,础石面具,礎石面具 / 础石面具,礎石面具,,Máscara Alicerce,,,,,,,,,,,,,,,,,,,,,,,,,,,Chǔshí Miànjù,Chósehk Mihngeuih
syrupy-apple,Syrupy Apple,みついりりんご,みついりりんご,Honeycore Apple,Pomme Nectar,,Saftiger Apfel,Manzana Melosa,Manzana Melosa,Manzana Empalagosa,Sciroppomo,꿀맛사과,Kkulmat Sagwa,蜜汁蘋果,蜜汁苹果,蜜汁蘋果 / 蜜汁苹果,蜜汁蘋果,,Maçã Xaropenta,,,,,,,,चाशनी सेब,Cāśnī Seb,,Apel Nektar,,,,,Сочное Яблоко,Sochnoye Yabloko,,,,,,แอปเปิลไส้น้ำหวาน,Apple Sainamwan,Ballı Elma,,Mìzhī Píngguǒ,Mahtjāp Pìhnggwó
unremarkable-teacup,Unremarkable Teacup,ボンサクのちゃわん,ボンサクのちゃわん,Bonsaku no Chawan,Bol Médiocre,,Simple Teeschale,Cuenco Mediocre,,,Tazza dozzinale,범작찻잔,Beomjak Chatjan,凡作茶碗,凡作茶碗,凡作茶碗,凡作茶碗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fánzuò Cháwǎn,Fàahnjok Chàhwún
masterpiece-teacup,Masterpiece Teacup,ボンサクのちゃわん,ケッサクのちゃわん,Masterpiece Tea Bowl,Bol Exceptionnel,,Edle Teeschale,Cuenco Exquisito,,,Tazza eccezionale,걸작찻잔,Geoljak Chatjan,傑作茶碗,杰作茶碗,傑作茶碗 / 杰作茶碗,傑作茶碗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jiézuò Cháwǎn,Gihtjok Chàhwún
health-mochi,Health Mochi,たいりょくのもち,たいりょくのもち,,Mochi Santé,,Heil-Mochi,Mochi Vigor,,,Mochi della salute,체력떡,Cheryeok Tteok,體力糬,体力粘糕,體力糬,體力糬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tǐlì Shǔ,Táilihk Syùh
muscle-mochi,Muscle Mochi,きんりょくのもち,きんりょくのもち,Kinryoku no Mochi,Mochi Force,,Kraft-Mochi,Mochi Músculo,,,Mochi della potenza,근력떡,Geullyeok Tteok,肌力糬,肌力粘糕,肌力糬,肌力糬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jīlì Shǔ,Gēilihk Syùh
resist-mochi,Resist Mochi,ていこうのもち,ていこうのもち,Teikō no Mochi,Mochi Armure,,Abwehr-Mochi,Mochi Aguante,,,Mochi della tutela,저항력떡,Jeohangryeok Tteok,抵抗糬,抵抗粘糕,抵抗糬,抵抗糬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dǐkàng Shǔ,Dáikong Syùh
genius-mochi,Genius Mochi,ちりょくのもち,ちりょくのもち,,Mochi Esprit,,Genie-Mochi,Mochi Intelecto,,,Mochi dell’ingegno,지력떡,Jiryeok Tteok,智力糬,智力粘糕,智力糬,智力糬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zhìlì Shǔ,Jilihk Syùh
clever-mochi,Clever Mochi,せいしんのもち,せいしんのもち,,Mochi Mental,,Esprit-Mochi,Mochi Mente,,,Mochi dell’intuito,정신력떡,Jeongsillyeok Tteok,精神糬,精神粘糕,精神糬,精神糬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jīngshén Shǔ,Jīngsàhn Syùh
swift-mochi,Swift Mochi,しゅんぱつのもち,しゅんぱつのもち,Shunpatsu no Mochi,Mochi Sprint,,Flink-Mochi,Mochi Ímpetu,,,Mochi della reazione,순발력떡,Sunballyeok Tteok,瞬發糬,瞬发粘糕,瞬發糬,瞬發糬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shùnfā Shǔ,Seunfaat Syùh
fresh-start-mochi,Fresh Start Mochi,まっさらもち,まっさらもち,Massara Mochi,Mochi Renouveau,,Neuanfangs-Mochi,Mochi Reinicio,,,Mochi del ripristino,순백떡,Sunbaek Tteok,,,淨空糬,淨空糬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jìngkōng Shǔ,Jihnghūng Syùh
ekans-fang,Ekans Fang,アーボのきば,アーボのきば,,Croc d'Abo,,Rettan-Zahn,Colmillo de Ekans,,,Zanna di Ekans,아보의이빨,,阿柏蛇的牙,阿柏蛇的牙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
