pokemon,form,version_group,versions,location_area,method,levels,rate_overall,trade_for,note,rate_night,rate_morning,rate_day
unown,unown-n,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,solaceon-ruins-sinnoh-sixth-big-room,walking-around,14 - 25,100%,,,,,
unown,unown-o,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,solaceon-ruins-sinnoh-dead-end-rooms,walking-around,14 - 25,5%,,,,,
unown,unown-p,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,solaceon-ruins-sinnoh-dead-end-rooms,walking-around,14 - 25,5%,,,,,
unown,unown-q,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,solaceon-ruins-sinnoh-dead-end-rooms,walking-around,14 - 25,5%,,,,,
unown,unown-question,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,solaceon-ruins-sinnoh-room-through-maniac-tunnel,walking-around,14 - 25,50%,,,,,
unown,unown-r,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,solaceon-ruins-sinnoh-third-big-room,walking-around,14 - 25,100%,,,,,
unown,unown-s,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,solaceon-ruins-sinnoh-dead-end-rooms,walking-around,14 - 25,5%,,,,,
unown,unown-t,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,solaceon-ruins-sinnoh-dead-end-rooms,walking-around,14 - 25,5%,,,,,
unown,unown-u,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,solaceon-ruins-sinnoh-dead-end-rooms,walking-around,14 - 25,5%,,,,,
unown,unown-v,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,solaceon-ruins-sinnoh-dead-end-rooms,walking-around,14 - 25,5%,,,,,
unown,unown-w,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,solaceon-ruins-sinnoh-dead-end-rooms,walking-around,14 - 25,5%,,,,,
unown,unown-x,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,solaceon-ruins-sinnoh-dead-end-rooms,walking-around,14 - 25,5%,,,,,
unown,unown-y,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,solaceon-ruins-sinnoh-dead-end-rooms,walking-around,14 - 25,5%,,,,,
unown,unown-z,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,solaceon-ruins-sinnoh-dead-end-rooms,walking-around,14 - 25,5%,,,,,
uxie,uxie,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,lake-acuity-sinnoh,special-encounter,50,one,,Appears after dealing with {Dialga;POKEMON;dialga} {Brilliant Diamond;GAME;brilliant-diamond} / {Palkia;POKEMON;palkia} {Shining Pearl;GAME;shining-pearl}. Respawns after entering the Hall of Fame if run from or defeated,,,
venomoth,venomoth,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,bogsunk-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
venomoth,venomoth,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,grassland-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
venomoth,venomoth,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,riverbank-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
venomoth,venomoth,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-229-sinnoh,poke-radar,50,20%,,,,,
venomoth,venomoth,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,spacious-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
venomoth,venomoth,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,still-water-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
venomoth,venomoth,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sunlit-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
venomoth,venomoth,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,swampy-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
venonat,venonat,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,bogsunk-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
venonat,venonat,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,grassland-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
venonat,venonat,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,riverbank-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
venonat,venonat,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-229-sinnoh,poke-radar,22,2%,,,,,
venonat,venonat,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,spacious-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
venonat,venonat,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,still-water-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
venonat,venonat,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sunlit-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
venonat,venonat,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,swampy-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
vibrava,vibrava,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,big-bluff-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
vibrava,vibrava,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,grassland-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
vibrava,vibrava,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,rocky-cave,walking-around,16 - 63,varies,,Sandshrew,,,
vibrava,vibrava,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-228-sinnoh,poke-radar,53 - 54,20%,,,,,
vibrava,vibrava,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sunlit-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
volbeat,volbeat,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,dazzling-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
volbeat,volbeat,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,grassland-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
volbeat,volbeat,brilliant-diamond-shining-pearl,brilliant-diamond,route-229-sinnoh,walking-tall-grass,50,5%,,,,,
volbeat,volbeat,brilliant-diamond-shining-pearl,shining-pearl,route-229-sinnoh,walking-tall-grass,50,10%,,,,,
volbeat,volbeat,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,stargleam-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
volbeat,volbeat,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sunlit-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
voltorb,voltorb,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,dazzling-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
voltorb,voltorb,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-218-sinnoh,swarm,28,40%,,,,,
voltorb,voltorb,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,spacious-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
voltorb,voltorb,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,stargleam-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
vulpix,vulpix,brilliant-diamond-shining-pearl,shining-pearl,sandsear-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
vulpix,vulpix,brilliant-diamond-shining-pearl,shining-pearl,spacious-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
vulpix,vulpix,brilliant-diamond-shining-pearl,shining-pearl,typhlo-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
vulpix,vulpix,brilliant-diamond-shining-pearl,shining-pearl,volcanic-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
wailmer,wailmer,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-223-sinnoh,fishing-super-rod,30 - 40,40%,,,,,
wailmer,wailmer,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-230-sinnoh,fishing-super-rod,30 - 40,40%,,,,,
wailord,wailord,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-223-sinnoh,fishing-super-rod,35 - 55,5%,,,,,
wailord,wailord,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-230-sinnoh,fishing-super-rod,35 - 55,5%,,,,,
walrein,walrein,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,glacial-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
walrein,walrein,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,icy-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
walrein,walrein,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,whiteout-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
weedle,weedle,brilliant-diamond-shining-pearl,shining-pearl,bogsunk-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
weedle,weedle,brilliant-diamond-shining-pearl,shining-pearl,grassland-cave,walking-around,16 - 63,5%,,Added after obtaining the National PokéDex,,,
weedle,weedle,brilliant-diamond-shining-pearl,shining-pearl,riverbank-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
weedle,weedle,brilliant-diamond-shining-pearl,shining-pearl,spacious-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
weedle,weedle,brilliant-diamond-shining-pearl,shining-pearl,still-water-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
weedle,weedle,brilliant-diamond-shining-pearl,shining-pearl,sunlit-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
weedle,weedle,brilliant-diamond-shining-pearl,shining-pearl,swampy-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
weepinbell,weepinbell,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,bogsunk-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
weepinbell,weepinbell,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,grassland-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
weepinbell,weepinbell,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,riverbank-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
weepinbell,weepinbell,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-224-sinnoh,walking-tall-grass,53,5%,,,,,
weepinbell,weepinbell,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-229-sinnoh,walking-tall-grass,52,,,,,,10%
weepinbell,weepinbell,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-229-sinnoh,walking-tall-grass,51,20%,,,,,
weepinbell,weepinbell,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-230-sinnoh,walking-tall-grass,50,20%,,,,,
weepinbell,weepinbell,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,still-water-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
weepinbell,weepinbell,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sunlit-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
weepinbell,weepinbell,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,swampy-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
weezing,weezing,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,bogsunk-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
weezing,weezing,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-227-sinnoh,walking-tall-grass,55,10%,,,,,
weezing,weezing,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,stark-mountain-outside,walking-tall-grass,55,10%,,,,,
weezing,weezing,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,stark-mountain-inside-1,walking-around,56,10%,,,,,
weezing,weezing,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,stark-mountain-inside-2,walking-around,58,10%,,,,,
weezing,weezing,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,swampy-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
whiscash,whiscash,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,bogsunk-cavern,walking-around,50 - 63,varies,,Added after obtaining TM99 (Waterfall),,,
whiscash,whiscash,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,celestic-town,fishing-super-rod,40 - 55,15%,,,,,
whiscash,whiscash,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,eterna-city,fishing-super-rod,20 - 50,45%,,,,,
whiscash,whiscash,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,fountainspring-cave,walking-around,50 - 63,varies,,Added after obtaining TM99 (Waterfall),,,
whiscash,whiscash,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,great-marsh,fishing-super-rod,30 - 55,40%,,,,,
whiscash,whiscash,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,mount-coronet-southern-1f-oreburgh-city-hearthome-city-side,fishing-super-rod,20 - 50,45%,,,,,
whiscash,whiscash,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,mount-coronet-b1f,fishing-super-rod,20 - 50,45%,,,,,
whiscash,whiscash,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,oreburgh-gate-b1f,fishing-super-rod,20 - 50,45%,,,,,
whiscash,whiscash,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,ravaged-path,fishing-super-rod,30 - 40,40%,,,,,
whiscash,whiscash,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,ravaged-path,fishing-super-rod,20 - 50,5%,,,,,
whiscash,whiscash,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,riverbank-cave,walking-around,50 - 63,varies,,Added after obtaining TM99 (Waterfall),,,
whiscash,whiscash,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-205-sinnoh-northern-part,fishing-super-rod,20 - 50,45%,,,,,
whiscash,whiscash,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-208-sinnoh,fishing-super-rod,20 - 50,45%,,,,,
whiscash,whiscash,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-210-sinnoh-northern-foggy-part,fishing-super-rod,20 - 50,45%,,,,,
whiscash,whiscash,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-212-sinnoh-southern-area,fishing-super-rod,20 - 50,45%,,,,,
whiscash,whiscash,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-227-sinnoh,fishing-super-rod,20 - 50,45%,,,,,
whiscash,whiscash,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-228-sinnoh,fishing-super-rod,20 - 50,45%,,,,,
whiscash,whiscash,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,still-water-cavern,walking-around,50 - 63,varies,,Added after obtaining TM99 (Waterfall),,,
whiscash,whiscash,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,swampy-cave,walking-around,50 - 63,varies,,Added after obtaining TM99 (Waterfall),,,
wingull,wingull,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,canalave-city,surfing,20 - 30,30%,,,,,
wingull,wingull,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,fountainspring-cave,walking-around,25 - 63,varies,,Added after obtaining TM97 (Defog),,,
wingull,wingull,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,fuego-ironworks,walking-tall-grass,29,10%,,,,,
wingull,wingull,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,fuego-ironworks,surfing,20 - 30,30%,,,,,
wingull,wingull,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,iron-island-outside,surfing,20 - 30,30%,,,,,
wingull,wingull,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,pastoria-city,surfing,20 - 30,30%,,,,,
wingull,wingull,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,riverbank-cave,walking-around,25 - 63,varies,,Added after obtaining TM97 (Defog),,,
wingull,wingull,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-205-sinnoh-southern-part,surfing,20 - 30,30%,,,,,
wingull,wingull,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-213-sinnoh,walking-tall-grass,20,,,,10%,20%,20%
wingull,wingull,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-213-sinnoh,surfing,20 - 30,30%,,,,,
wingull,wingull,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-218-sinnoh,walking-tall-grass,29,10%,,,,,
wingull,wingull,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-218-sinnoh,surfing,20 - 30,30%,,,,,
wingull,wingull,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-219-sinnoh,surfing,20 - 30,30%,,,,,
wingull,wingull,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-220-sinnoh,surfing,20 - 30,30%,,,,,
wingull,wingull,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-221-sinnoh,walking-tall-grass,29,10%,,,,,
wingull,wingull,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-221-sinnoh,surfing,20 - 30,30%,,,,,
wingull,wingull,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-222-sinnoh,walking-tall-grass,41,10%,,,,,
wingull,wingull,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-222-sinnoh,surfing,20 - 30,30%,,,,,
