identifier,id,category,category_pokedb,cost,fling_power,fling_effect,introduced_generation,flags,is_consumable,is_holdable,is_field_usable,is_battle_usable,description,source
floettite,2253,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A mysterious Mega Stone that allows a special Floette to Mega Evolve during battle.,both
malamarite,2254,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A mysterious Mega Stone that allows Malamar to Mega Evolve during battle when held.,both
barbaracite,2255,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A Mega Stone that allows Barbaracle to Mega Evolve into Mega Barbaracle during battle.,both
dragalgite,2256,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A Mega Stone that allows Dragalge to Mega Evolve during battle.,both
hawluchanite,2257,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A mysterious Mega Stone that allows Hawlucha to Mega Evolve during battle when held.,both
zygardite,2258,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A mysterious Mega Stone that allows Zygarde in its Complete Forme to Mega Evolve during battle.,both
drampanite,2259,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A mysterious Mega Stone that allows Drampa to Mega Evolve during battle when held.,both
zeraorite,2260,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A mysterious Mega Stone that allows Zeraora to Mega Evolve during battle when held.,both
falinksite,2261,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A Mega Stone that allows Falinks to Mega Evolve into Mega Falinks when held.,both
raichunite-x,2262,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A Mega Stone that allows a Kantonian Raichu holding it to Mega Evolve into Mega Raichu X during battle.,both
raichunite-y,2263,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A Mega Stone that allows a Kantonian Raichu holding it to Mega Evolve into Mega Raichu Y during battle.,both
chimechite,2264,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A mysterious Mega Stone that allows Chimecho to Mega Evolve into Mega Chimecho during battle.,both
absolite-z,2265,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A mysterious Mega Stone that allows Absol to Mega Evolve into Mega Absol Z during battle.,both
staraptite,2266,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A mysterious Mega Stone that allows Staraptor to Mega Evolve during battle.,both
garchompite-z,2267,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A Mega Stone that allows Garchomp to Mega Evolve into Mega Garchomp Z during battle.,both
lucarionite-z,2268,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A Mega Stone that allows Lucario to Mega Evolve into Mega Lucario Z during battle.,both
golurkite,2269,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A Mega Stone that allows Golurk to Mega Evolve during battle.,both
meowsticite,2270,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A Mega Stone that allows Meowstic to Mega Evolve into Mega Meowstic during battle.,both
crabominite,2271,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A Mega Stone that allows Crabominable to Mega Evolve during battle.,both
golisopite,2272,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A Mega Stone that allows Golisopod to Mega Evolve into Mega Golisopod during battle when held.,both
magearnite,2273,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A mysterious Mega Stone that allows Magearna to Mega Evolve into Mega Magearna during battle.,both
scovillainite,2274,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A mysterious Mega Stone that allows Scovillain to Mega Evolve during battle.,both
baxcalibrite,2275,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A Mega Stone that allows Baxcalibur to Mega Evolve into Mega Baxcalibur when held.,both
tatsugirinite,2276,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A mysterious Mega Stone that allows Tatsugiri to Mega Evolve during battle.,both
glimmoranite,2277,mega-stones,mega-stones,0,80,,9,,0,1,0,1,A mysterious Mega Stone that allows Glimmora to Mega Evolve during battle when held.,both
hopo-berry,2278,pp-recovery,berries,300,,,8,,1,1,1,1,A Berry that restores PP when fed to a Pokémon and dulls the reactions of wild Pokémon when thrown.,both
academy-chairs,,,picnic-items,,,,9,,0,0,0,0,A set of chairs used to decorate the player's picnic.,pokedb
amazing-butter,,,key-items,,,,9,,0,0,1,0,"A pack of butter used by Ansha to make higher-quality donuts, allowing the use of up to six berries.",pokedb
apricorn,,,misc-items,,,,8,,1,0,1,0,A fruit used as a crafting material to create various types of Poké Balls.,pokedb
arboliva-oil,,,key-items,,,,9,,0,0,0,0,"A special oil produced by Paldea's Arboliva, treasured for its exquisite taste and used in cooking.",pokedb
articuno-treat,,,key-items,,,,9,,0,0,1,0,A snack made from ingredients favored by the Legendary Pokémon Articuno.,pokedb
aurora-ticket,,,key-items,,,,3,,0,0,1,0,"An event ticket that allows access to Birth Island, where Deoxys can be encountered.",pokedb
autographed-plush,,,key-items,,,,9,,0,0,0,0,A plush doll that has been autographed by Canari. Just having one puts you in a good mood.,pokedb
aux-evasion,,,battle-items,,,,8,,1,0,0,1,A battle item that temporarily makes moves less likely to strike the targeted Pokémon.,pokedb
aux-guard,,,battle-items,,,,8,,1,0,0,1,A battle item that temporarily boosts a Pokémon’s defensive stats.,pokedb
aux-power,,,battle-items,,,,8,,1,0,0,1,A battle item that sharply boosts a Pokémon’s offensive stats during battle until it leaves the field.,pokedb
aux-powerguard,,,battle-items,,,,8,,1,0,0,1,A battle item that sharply boosts a Pokémon’s offensive and defensive stats during battle until it leaves the field.,pokedb
azelfs-fang,,,key-items,,,,8,,0,0,0,0,"Proof of completing Azelf's trial at Lake Valor, required to forge the Red Chain.",pokedb
bag,,,key-items,,,,1,,0,0,1,0,"A vital tool that stores all of the player's items, allowing them to be used, arranged, or discarded.",pokedb
ball-of-mud,,,misc-items,,,,8,,1,1,1,0,A hardened ball of mud that can be thrown to stun Pokémon and is used as a crafting material.,pokedb
basculegion-food,,,key-items,,,,8,,0,0,1,0,A favored food of Basculegion that allows the player to befriend it and unlock it as a Ride Pokémon.,pokedb
basement-key-hoenn,,,key-items,,,,3,,0,0,1,0,A key item used to unlock the door to New Mauville beneath Mauville City.,pokedb
basement-key-johto,,,key-items,,,,2,,0,0,1,0,A key that opens the locked door to the basement of the Goldenrod Tunnel.,pokedb
battle-chairs,,,picnic-items,,,,9,,0,0,0,0,"A set of chairs designed for picnicking, inspired by the Battle Tablecloth.",pokedb
bean-cake,,,medicine,,,,8,,1,0,1,0,"A cake made by combining beans with a Cake-Lure Base that attracts various Pokémon, especially fish and bird Pokémon.",pokedb
beldum-claw,,,tm-materials,,,,9,,1,0,0,0,"A material dropped by Beldum, Metang, or Metagross that can be used to craft TMs at the TM Machine.",pokedb
berry-gen2,,,berries,,,,2,,1,1,1,1,A Berry exclusive to Generation II that restores 10 HP when used or consumed by a Pokémon.,pokedb
berserk-gene,,,held-items,,,,2,,1,1,0,1,A consumable held item that sharply raises the holder’s Attack upon entering battle but causes confusion.,pokedb
bitter-berry,,,berries,,,,2,,1,1,1,1,A Berry that cures a Pokémon of confusion when used or held.,pokedb
black-tumblestone,,,misc-items,,,,8,,1,0,0,0,"A mysterious black stone used as a crafting material to forge Heavy, Leaden, and Gigaton Balls.",pokedb
blitzle-mane-hair,,,tm-materials,,,,9,,1,0,0,0,A material dropped by Blitzle or Zebstrika that can be used to craft TMs at the TM Machine.,pokedb
blue-canari-plush-lv-1,,,key-items,,,,9,,0,,0,0,A plush doll of Canari that slightly increases the chance of catching Pokémon.,pokedb
blue-canari-plush-lv-2,,,key-items,,,,9,,0,,0,0,A plush doll of Canari that increases the chance of catching Pokémon.,pokedb
blue-canari-plush-lv-3,,,key-items,,,,9,,0,,0,0,A plush doll of Canari that greatly increases the chance of catching Pokémon.,pokedb
blue-chairs,,,picnic-items,,,,9,,0,0,0,0,"A set of chairs inspired by the Blue Tablecloth, used to decorate the player's picnic.",pokedb
blueberry-chairs,,,picnic-items,,,,9,,0,0,0,0,"A set of chairs designed for picnicking, inspired by the Blueberry Tablecloth.",pokedb
blueberry-tablecloth,,,picnic-items,,,,9,,0,0,0,0,A picnic decoration used to customize the player's picnic table setting.,pokedb
bluesky-mail,,,mail,,,,2,,0,1,0,0,A type of Mail that can hold a written message and be attached to a Pokémon.,pokedb
boulder-badge,,,key-items,,,,1,,0,0,1,1,A badge item internally used like Safari bait.,pokedb
briars-book,,,key-items,,,,9,,0,0,,0,"A proof copy of exploration notes covering the Area Zero Underdepths, detailing events and Briar's thoughts.",pokedb
brick-piece,,,valueable-items,,,,2,,0,0,0,0,A valuable chunk of brick or tile that has no use other than being sold.,pokedb
bridgemail-d,,,mail,,,,5,,0,1,0,0,Stationery featuring a red drawbridge that can be held by a Pokémon to carry a written message.,pokedb
bridgemail-m,,,mail,,,,5,,0,1,0,0,Stationery featuring a print of an arched bridge that can be held by a Pokémon to carry a written message.,pokedb
bridgemail-s,,,mail,,,,5,,0,1,0,0,Stationery featuring a sky-piercing bridge that can be held by a Pokémon to carry a written message.,pokedb
bridgemail-t,,,mail,,,,5,,0,1,0,0,Stationery featuring a steel suspension bridge that can be held by a Pokémon to carry a written message.,pokedb
bridgemail-v,,,mail,,,,5,,0,1,0,0,Stationery that allows a Pokémon to hold and deliver a written message using preset phrases.,pokedb
bugwort,,,misc-items,,,,8,,,,,,A wildflower found across the Hisui region with medicinal properties so bitter that wild Pokémon will not eat it.,pokedb
burnt-berry,,,berries,,,,2,,1,1,1,1,A Berry that cures a Pokémon of freeze when used or when held.,pokedb
bw-grass-chairs,,,picnic-items,,,,9,,0,0,0,0,"A set of chairs designed for picnicking, inspired by the B&W Grass Tablecloth.",pokedb
cake-lure-base,,,medicine,,,,8,,0,0,0,0,A type of field provision that enhances the flavor of other foods it is mixed with.,pokedb
canari-bread,,,medicine,,,,9,,1,0,1,1,A bun made to look like Canari's face that restores 100 HP to a Pokémon when used.,pokedb
candy-truffle,,,misc-items,,,,8,,1,0,0,0,A sweet-fleshed truffle packed full of mysterious energy that is used as a crafting material.,pokedb
card-key-johto,,,key-items,,,,2,,0,0,1,0,A key card used to open a locked shutter in the Goldenrod Radio Tower.,pokedb
cascade-badge,,,key-items,,,,1,,0,0,1,1,A badge item internally used like Safari rocks.,pokedb
caster-fern,,,misc-items,,,,8,,1,0,1,0,A fern used for crafting items made to be thrown.,pokedb
celestica-flute,,,key-items,,,,8,,0,0,1,0,A mysterious flute used to summon special Pokémon that can carry the player around the region.,pokedb
cherished-ring-first,,,key-items,,,,9,,0,0,1,0,A ring an old woman asked you to retrieve that holds personal value.,pokedb
cherished-ring-second,,,key-items,,,,9,,0,0,1,0,A mended ring entrusted to Tarragon that holds many special memories.,pokedb
chinchou-sparks,,,tm-materials,,,,9,,1,0,0,0,A material dropped by Chinchou or Lanturn that can be exchanged for LP or used with the Item Printer.,pokedb
choice-dumpling,,,misc-items,,,,8,,1,0,0,1,"A dumpling that fixates a Pokémon on its last used move in battle, boosting damage dealt while increasing damage taken.",pokedb
cobalion-treat,,,key-items,,,,9,,0,0,1,0,A snack made from ingredients favored by the Legendary Pokémon Cobalion.,pokedb
coin-debug,,,debug-items,,,,1,,0,0,0,0,A miscellaneous coin item that cannot be used in Game Corner.,pokedb
colorful-screw,,,misc-items,,,,9,,,0,0,0,A colorful screw found around Lumiose City that can be traded for goods at Racine Construction.,pokedb
comfey-flower,,,tm-materials,,,,9,,1,0,0,0,A material dropped by Comfey that can be used to craft TMs at the TM Machine.,pokedb
cottonee-fluff,,,tm-materials,,,,9,,1,0,0,0,A material dropped by Cottonee or Whimsicott that can be used to craft TMs at the TM Machine.,pokedb
crafting-kit,,,key-items,,,,8,,0,0,1,0,A kit that allows the player to craft items in the field using materials from their satchel.,pokedb
cranidos-spike,,,tm-materials,,,,9,,1,0,0,0,A material dropped by Cranidos or Rampardos that can be exchanged for LP or used with the Item Printer.,pokedb
crunchy-salt,,,misc-items,,,,8,,1,0,1,0,Translucent crystals that can be thrown as bait and are also used as a crafting material.,pokedb
dazzling-honey,,,misc-items,,,,8,,1,0,1,0,Honey that sparkles with an amber hue and can be used as bait to attract certain Pokémon.,pokedb
dewpider-thread,,,tm-materials,,,,9,,1,0,0,0,A material dropped by Dewpider or Araquanid that can be used to craft TMs at the TM Machine.,pokedb
diamond-chairs,,,picnic-items,,,,9,,0,0,0,0,A set of decorative chairs designed for use during picnics.,pokedb
digger-drill,,,valueable-items,,,,4,,1,0,1,0,A single-use drill used to bore a hole in a wall to create a Secret Base in the Underground.,pokedb
direshroom,,,misc-items,,,,8,,1,0,0,0,"Mushrooms that sharpen the eater’s focus, making it easier to land critical hits and serving as crafting materials.",pokedb
discovery-slate,,,slates,,,,8,,,,1,0,A mysterious slate that resonates with the Discovery Room at Ramanas Park and allows encounters with the legendary giants.,pokedb
distortion-slate,,,slates,,,,8,,,0,1,0,A mysterious slate overflowing with enigmatic energy that resonates with the Distortion Room at Ramanas Park.,pokedb
doduo-down,,,tm-materials,,,,9,,1,0,0,0,A material dropped by Doduo or Dodrio that can be exchanged for LP or used with the Item Printer.,pokedb
doppel-bonnets,,,misc-items,,,,8,,1,0,0,0,Mushrooms used as a crafting material that make the eater feel nimble and agile like a fleeting shadow.,pokedb
drilbur-claw,,,tm-materials,,,,9,,1,0,0,0,A material dropped by Drilbur or Excadrill that can be used to craft TMs at the TM Machine.,pokedb
ds-sounds,,,key-items,,,,8,,0,0,1,0,A music player that switches the in-game soundtrack to nostalgic Nintendo DS-era Pokémon music.,pokedb
duraludon-tarnish,,,tm-materials,,,,9,,1,0,0,0,A material dropped by Duraludon or Archaludon that can be used to craft TMs at the TM Machine.,pokedb
dynamax-crystal,,,misc-items,,,,8,,,0,1,0,An item that causes a Dynamax Pokémon to appear from the Watchtower Lair in the Wild Area until the end of the day.,pokedb
earth-badge,,,key-items,,,,1,,0,0,0,0,A badge item with no programmed effect.,pokedb
egg-ticket,,,key-items,,,,2,,0,0,1,0,A Key Item that could be exchanged for an Odd Egg via the Pokémon Communication Center.,pokedb
eggant-berry,,,berries,,,,3,,1,1,1,1,A Berry that cures infatuation when held.,pokedb
elekid-fur,,,tm-materials,,,,9,,1,0,0,0,"A material dropped by Elekid, Electabuzz, or Electivire that can be used to craft TMs at the TM Machine.",pokedb
entei-treat,,,key-items,,,,9,,0,0,1,0,A snack made from ingredients favored by the Legendary Pokémon Entei.,pokedb
eon-mail,,,mail,,,,2,,0,1,0,0,A type of Mail that allows a Pokémon to hold a freely written message.,pokedb
epice-noire,,,key-items,,,,9,,,,,,A mysterious spice that is highly valued among members of the Rust Syndicate. A sprinkle of it elevates the flavor of any dish so sublimely you'll feel as if you're dreaming.,pokedb
