species,genus_en,genus_ja,genus_ja_hrkt,genus_fr,genus_de,genus_es,genus_es_419,genus_it,genus_ko,genus_zh_hant,genus_zh_hans
866,Comedian Pokémon,コメディアンポケモン,コメディアンポケモン,Pokémon Comédien,Komiker-Pokémon,Pokémon Cómico,Pokémon Cómico,Pokémon Comico,코미디언포켓몬,喜劇演員寶可夢,喜剧演员宝可梦
867,Grudge Pokémon,おんねんポケモン,おんねんポケモン,Pokémon Rancune,Gram-Pokémon,Pokémon Resquemor,Pokémon Resquemor,Pokémon Rancore,원념포켓몬,怨念寶可夢,怨念宝可梦
868,Cream Pokémon,クリームポケモン,クリームポケモン,Pokémon Crème,Sahne-Pokémon,Pokémon Nata,Pokémon Nata,Pokémon Pannafresca,크림포켓몬,鮮奶油寶可夢,鲜奶油宝可梦
869,Cream Pokémon,クリームポケモン,クリームポケモン,Pokémon Crème,Sahne-Pokémon,Pokémon Nata,Pokémon Nata,Pokémon Pannafresca,크림포켓몬,鮮奶油寶可夢,鲜奶油宝可梦
870,Formation Pokémon,じんけいポケモン,じんけいポケモン,Pokémon Escadron,Formations-Pokémon,Pokémon Formación,Pokémon Formación,Pokémon Schieramento,진형포켓몬,陣形寶可夢,阵形宝可梦
871,Sea Urchin Pokémon,うにポケモン,うにポケモン,Pokémon Oursin,Seeigel-Pokémon,Pokémon Erizo de Mar,Pokémon Erizo de Mar,Pokémon Echino,성게포켓몬,海膽寶可夢,海胆宝可梦
872,Worm Pokémon,いもむしポケモン,いもむしポケモン,Pokémon Ver,Wurm-Pokémon,Pokémon Gusano,Pokémon Gusano,Pokémon Baco,애벌레포켓몬,蟲寶寶寶可夢,虫宝宝宝可梦
873,Frost Moth Pokémon,こおりがポケモン,こおりがポケモン,Pokémon Mite Givre,Eismotten-Pokémon,Pokémon Polillahielo,Pokémon Polillahielo,Pokémon Gelofalena,얼음나방포켓몬,冰蛾寶可夢,冰蛾宝可梦
874,Big Rock Pokémon,きょせきポケモン,きょせきポケモン,Pokémon Mégalithe,Megalithen-Pokémon,Pokémon Megalito,Pokémon Megalito,Pokémon Megalito,거석포켓몬,巨石寶可夢,巨石宝可梦
875,Penguin Pokémon,ペンギンポケモン,ペンギンポケモン,Pokémon Pingouin,Pinguin-Pokémon,Pokémon Pingüino,Pokémon Pingüino,Pokémon Pinguino,펭귄포켓몬,企鵝寶可夢,企鹅宝可梦
876,Emotion Pokémon,かんじょうポケモン,かんじょうポケモン,Pokémon Émotion,Emotions-Pokémon,Pokémon Sensorio,Pokémon Sensorio,Pokémon Emozione,감정포켓몬,感情寶可夢,感情宝可梦
877,Two-Sided Pokémon,にめんポケモン,にめんポケモン,Pokémon Volt Face,Alter Ego-Pokémon,Pokémon Dos Caras,Pokémon Dos Caras,Pokémon Doppiafaccia,양면포켓몬,雙面寶可夢,双面宝可梦
878,Copperderm Pokémon,どうぞうポケモン,どうぞうポケモン,Pokémon Pachycuivre,Kupferfant-Pokémon,Pokémon Broncefante,Pokémon Broncefante,Pokémon Bronzofante,동상포켓몬,像銅寶可夢,像铜宝可梦
879,Copperderm Pokémon,どうぞうポケモン,どうぞうポケモン,Pokémon Pachycuivre,Kupferfant-Pokémon,Pokémon Broncefante,Pokémon Broncefante,Pokémon Bronzofante,동상포켓몬,像銅寶可夢,像铜宝可梦
880,Fossil Pokémon,かせきポケモン,かせきポケモン,Pokémon Fossile,Fossil-Pokémon,Pokémon Fósil,Pokémon Fósil,Pokémon Fossile,화석포켓몬,化石寶可夢,化石宝可梦
881,Fossil Pokémon,かせきポケモン,かせきポケモン,Pokémon Fossile,Fossil-Pokémon,Pokémon Fósil,Pokémon Fósil,Pokémon Fossile,화석포켓몬,化石寶可夢,化石宝可梦
882,Fossil Pokémon,かせきポケモン,かせきポケモン,Pokémon Fossile,Fossil-Pokémon,Pokémon Fósil,Pokémon Fósil,Pokémon Fossile,화석포켓몬,化石寶可夢,化石宝可梦
883,Fossil Pokémon,かせきポケモン,かせきポケモン,Pokémon Fossile,Fossil-Pokémon,Pokémon Fósil,Pokémon Fósil,Pokémon Fossile,화석포켓몬,化石寶可夢,化石宝可梦
884,Alloy Pokémon,ごうきんポケモン,ごうきんポケモン,Pokémon Alliage,Legierungs-Pokémon,Pokémon Aleación,Pokémon Aleación,Pokémon Metallolega,합금포켓몬,合金寶可夢,合金宝可梦
885,Lingering Pokémon,うらめしポケモン,うらめしポケモン,Pokémon Âme Errante,Missgunst-Pokémon,Pokémon Resentido,Pokémon Resentido,Pokémon Risentimento,원망포켓몬,哀怨寶可夢,哀怨宝可梦
886,Caretaker Pokémon,せわやくポケモン,せわやくポケモン,Pokémon Baby-sitter,Betreuer-Pokémon,Pokémon Cuidador,Pokémon Cuidador,Pokémon Sostegno,돌보미포켓몬,保姆寶可夢,保姆宝可梦
887,Stealth Pokémon,ステルスポケモン,ステルスポケモン,Pokémon Furtif,Tarnkünstler-Pokémon,Pokémon Furtivo,Pokémon Furtivo,Pokémon Furtivo,스텔스포켓몬,隱形寶可夢,隐形宝可梦
888,Warrior Pokémon,つわものポケモン,つわものポケモン,Pokémon Valeureux,Krieger-Pokémon,Pokémon Guerrero,Pokémon Guerrero,Pokémon Guerriero,강자포켓몬,強者寶可夢,强者宝可梦
889,Warrior Pokémon,つわものポケモン,つわものポケモン,Pokémon Valeureux,Krieger-Pokémon,Pokémon Guerrero,Pokémon Guerrero,Pokémon Guerriero,강자포켓몬,強者寶可夢,强者宝可梦
890,Gigantic Pokémon,キョダイポケモン,キョダイポケモン,Pokémon Giga,Giganten-Pokémon,Pokémon Gigantesco,Pokémon Gigantesco,Pokémon Gigante,거대포켓몬,超極巨寶可夢,超极巨宝可梦
891,Wushu Pokémon,けんぽうポケモン,けんぽうポケモン,Pokémon Kung-fu,Kung-Fu-Pokémon,Pokémon Kung-fu,Pokémon Kung-fu,Pokémon Kung Fu,권법포켓몬,拳法寶可夢,拳法宝可梦
892,Wushu Pokémon,けんぽうポケモン,けんぽうポケモン,Pokémon Kung-fu,Kung-Fu-Pokémon,Pokémon Kung-fu,Pokémon Kung-fu,Pokémon Kung Fu,권법포켓몬,拳法寶可夢,拳法宝可梦
893,Rogue Monkey Pokémon,わるざるポケモン,わるざるポケモン,Pokémon Vilain Singe,Finsteraffen-Pokémon,Pokémon Simiestro,Pokémon Simiestro,Pokémon Scimmialigna,나쁜원숭이포켓몬,惡猿寶可夢,恶猿宝可梦
894,Electron Pokémon,エレクトロンポケモン,エレクトロンポケモン,Pokémon Électron,Elektronen-Pokémon,Pokémon Electrón,Pokémon Electrón,Pokémon Elettrone,일렉트론포켓몬,電子寶可夢,电子宝可梦
895,Dragon Orb Pokémon,りゅうぎょくポケモン,りゅうぎょくポケモン,Pokémon Boule Dragon,Drachenkugel-Pokémon,Pokémon Dragosfera,Pokémon Dragosfera,Pokémon Dracosfera,용옥포켓몬,龍玉寶可夢,龙玉宝可梦
896,Wild Horse Pokémon,あばれうまポケモン,あばれうまポケモン,Pokémon Cheval Rétif,Wildblut-Pokémon,Pokémon Corcel Feroz,Pokémon Corcel Feroz,Pokémon Furiequino,사나운말포켓몬,烈馬寶可夢,烈马宝可梦
897,Swift Horse Pokémon,しゅんばポケモン,しゅんばポケモン,Pokémon Cheval Vif,Flinkblut-Pokémon,Pokémon Corcel Veloz,Pokémon Corcel Veloz,Pokémon Sveltequino,빠른말포켓몬,駿馬寶可夢,骏马宝可梦
898,King Pokémon,キングポケモン,キングポケモン,Pokémon Roi,Königs-Pokémon,Pokémon Rey,Pokémon Rey,Pokémon Re,킹포켓몬,國王寶可夢,国王宝可梦
899,Big Horn Pokémon,おおツノポケモン,おおツノポケモン,Pokémon Maxi Corne,Vielender-Pokémon,,,Pokémon Grancorno,큰뿔포켓몬,大角寶可夢,大角宝可梦
900,Axe Pokémon,まさかりポケモン,まさかりポケモン,Pokémon Hache,Axt-Pokémon,,,Pokémon Scure,큰도끼포켓몬,斧鉞寶可夢,斧钺宝可梦
901,Peat Pokémon,でいたんポケモン,でいたんポケモン,Pokémon Tourbe,Torf-Pokémon,,,Pokémon Torba,이탄포켓몬,泥炭寶可夢,泥炭宝可梦
902,Big Fish Pokémon,おおうおポケモン,おおうおポケモン,Pokémon Poissigrand,Großfisch-Pokémon,,,Pokémon Pescegrosso,큰물고기포켓몬,大魚寶可夢,大鱼宝可梦
903,Free Climb Pokémon,クライミングポケモン,クライミングポケモン,Pokémon Grimpeur,Kletterei-Pokémon,,,Pokémon Scalata,클라이밍포켓몬,攀崖寶可夢,攀崖宝可梦
904,Pin Cluster Pokémon,けんざんポケモン,けんざんポケモン,Pokémon Épineux,Tausenddorn-Pokémon,,,Pokémon Spinoso,침붕포켓몬몬,劍山寶可夢,剑山宝可梦
905,Love-Hate Pokémon,あいぞうポケモン,あいぞうポケモン,Pokémon Hainamour,Hassliebe-Pokémon,,,Pokémon Amoreodio,애증포켓몬,愛憎寶可夢,爱憎宝可梦
906,Grass Cat Pokémon,,くさねこポケモン,Chat Plante,,,,,풀고양이포켓몬,草貓寶可夢,草猫宝可梦
907,Grass Cat Pokémon,,くさねこポケモン,Chat Plante,,,,,풀고양이포켓몬,草貓寶可夢,草猫宝可梦
908,Magician Pokémon,,マジシャンポケモン,Magicien,Magier,,,,매지션포켓몬,魔術師寶可夢,魔术师宝可梦
909,Fire Croc Pokémon,,ほのおワニポケモン,Croco Feu,Feuerkroko,,,,불꽃악어포켓몬,火鱷寶可夢,火鳄宝可梦
910,Fire Croc Pokémon,,ほのおワニポケモン,Croco Feu,Feuerkroko,,,,불꽃악어포켓몬,火鱷寶可夢,火鳄宝可梦
911,Singer Pokémon,,シンガーポケモン,Chanteur,Sänger,,,,싱어포켓몬,歌手寶可夢,歌手宝可梦
912,Duckling Pokémon,,こがもポケモン,Caneton,Jungente,,,,꼬마오리포켓몬,小鴨寶可夢,小鸭宝可梦
913,Practicing Pokémon,,レッスンポケモン,Leçon,Übung,,,,레슨포켓몬,習藝寶可夢,习艺宝可梦
914,Dancer Pokémon,,ダンサーポケモン,Danseur,Tänzer,,,,댄서포켓몬,舞者寶可夢,舞者宝可梦
915,Hog Pokémon,,ぶたポケモン,Pourceau,Schwein,,,,돼지포켓몬,豬寶可夢,猪宝可梦
916,Hog Pokémon,,ぶたポケモン,Pourceau,Schwein,,,,돼지포켓몬,豬寶可夢,猪宝可梦
917,String Ball Pokémon,,いとだまポケモン,Boule de Fil,Fadenkugel,,,,실타래포켓몬,線球寶可夢,线球宝可梦
918,Trap Pokémon,,トラップポケモン,Piège,Falle,,,,트랩포켓몬,陷阱寶可夢,陷阱宝可梦
919,Grasshopper Pokémon,,バッタポケモン,Sauterelle,Heuschrecke,,,,메뚜기포켓몬,蝗蟲寶可夢,蝗虫宝可梦
920,Grasshopper Pokémon,,バッタポケモン,Sauterelle,Heuschrecke,,,,메뚜기포켓몬,蝗蟲寶可夢,蝗虫宝可梦
921,Mouse Pokémon,,ねずみポケモン,Souris,Maus,,,,쥐포켓몬,鼠寶可夢,鼠宝可梦
922,Mouse Pokémon,,ねずみポケモン,Souris,Maus,,,,쥐포켓몬,鼠寶可夢,鼠宝可梦
923,Hands-On Pokémon,,てあてポケモン,Pose Paume,Behandlung,,,,손길포켓몬,押掌寶可夢,押掌宝可梦
924,Couple Pokémon,,カップルポケモン,Couple,Paar,,,,커플포켓몬,成對寶可夢,成对宝可梦
925,Family Pokémon,,ファミリーポケモン,Famille,Familie,,,,패밀리포켓몬,家族寶可夢,家族宝可梦
926,Puppy Pokémon,,こいぬポケモン,Chiot,Welpe,,,,강아지포켓몬,小狗寶可夢,小狗宝可梦
927,Dog Pokémon,,いぬポケモン,Chien,Hund,,,,개포켓몬,狗寶可夢,狗宝可梦
928,Olive Pokémon,,オリーブポケモン,Olive,Olive,,,,올리브포켓몬,橄欖寶可夢,橄榄宝可梦
929,Olive Pokémon,,オリーブポケモン,Olive,Olive,,,,올리브포켓몬,橄欖寶可夢,橄榄宝可梦
930,Olive Pokémon,,オリーブポケモン,Olive,Olive,,,,올리브포켓몬,橄欖寶可夢,橄榄宝可梦
931,Parrot Pokémon,,インコポケモン,Perroquet,Sittich,,,,잉꼬포켓몬,鸚鵡寶可夢,鹦鹉宝可梦
932,Rock Salt Pokémon,,がんえんポケモン,Halite,Steinsalz,,,,암염포켓몬,岩鹽寶可夢,岩盐宝可梦
933,Rock Salt Pokémon,,がんえんポケモン,Halite,Steinsalz,,,,암염포켓몬,岩鹽寶可夢,岩盐宝可梦
934,Rock Salt Pokémon,,がんえんポケモン,Halite,Steinsalz,,,,암염포켓몬,岩鹽寶可夢,岩盐宝可梦
935,Fire Child Pokémon,,ひのこポケモン,Enfant Feu,Feuerkind,,,,불의아이포켓몬,小火星寶可夢,小火星宝可梦
936,Fire Warrior Pokémon,,ひのせんしポケモン,Feu Guerrier,Feuerrüstung,,,,불의전사포켓몬,火戰士寶可夢,火战士宝可梦
937,Fire Blades Pokémon,,ひのけんしポケモン,Feu Bretteur,Feuerklingen,,,,불의검사포켓몬,火劍士寶可夢,火剑士宝可梦
938,EleTadpole Pokémon,,でんきおたまポケモン,Électêtard,Stromquappe,,,,전기올챙이포켓몬,電蝌蚪寶可夢,电蝌蚪宝可梦
939,EleFrog Pokémon,,でんきがえるポケモン,Élecrapaud,Stromfrosch,,,,전기개구리포켓몬,電蛙寶可夢,电蛙宝可梦
940,Storm Petrel Pokémon,,うみつばめポケモン,Océanite,Sturmvogel,,,,바다제비포켓몬,海燕寶可夢,海燕宝可梦
941,Frigatebird Pokémon,,ぐんかんどりポケモン,Frégate,Fregattvogel,,,,군함조포켓몬,軍艦鳥寶可夢,军舰鸟宝可梦
942,Rascal Pokémon,,わかぞうポケモン,Jeunot,Halbstark,,,,애송이포켓몬,小輩寶可夢,小辈宝可梦
943,Boss Pokémon,,おやぶんポケモン,Parrain,Oberhaupt,,,,두목포켓몬,大佬寶可夢,大佬宝可梦
944,Toxic Mouse Pokémon,,どくねずみポケモン,Souris Venin,Giftmaus,,,,독쥐포켓몬,毒鼠寶可夢,毒鼠宝可梦
945,Toxic Monkey Pokémon,,どくざるポケモン,Singe Venin,Giftaffe,,,,독원숭이포켓몬,毒猴寶可夢,毒猴宝可梦
946,Tumbleweed Pokémon,,ころがりぐさポケモン,Virevoltant,Rollgras,,,,회전초포켓몬,滾草寶可夢,滚草宝可梦
947,Tumbleweed Pokémon,,ころがりぐさポケモン,Virevoltant,Rollgras,,,,회전초포켓몬,滾草寶可夢,滚草宝可梦
948,Woodear Pokémon,,きくらげポケモン,Champiméduse,Quallenpilz,,,,목이버섯포켓몬,木耳寶可夢,木耳宝可梦
949,Woodear Pokémon,,きくらげポケモン,Champiméduse,Quallenpilz,,,,목이버섯포켓몬,木耳寶可夢,木耳宝可梦
950,Ambush Pokémon,,まちぶせポケモン,Embuscade,Lauer,,,,매복포켓몬,埋伏寶可夢,埋伏宝可梦
951,Spicy Pepper Pokémon,,ハバネロポケモン,Habanero,Habanero,,,,하바네로포켓몬,熱辣寶可夢,热辣宝可梦
952,Spicy Pepper Pokémon,,ハバネロポケモン,Habanero,Habanero,,,,하바네로포켓몬,熱辣寶可夢,热辣宝可梦
953,Rolling Pokémon,,ころがしポケモン,Rouleur,Wälz,,,,굴리기포켓몬,滾動寶可夢,滚动宝可梦
954,Rolling Pokémon,,ころがしポケモン,Rouleur,Wälz,,,,굴리기포켓몬,滾動寶可夢,滚动宝可梦
955,Frill Pokémon,,フリルポケモン,Froufrou,Rüschen,,,,프릴포켓몬,褶邊寶可夢,褶边宝可梦
956,Ostrich Pokémon,,ダチョウポケモン,Autruche,Strauß,,,,타조포켓몬,鴕鳥寶可夢,鸵鸟宝可梦
957,Metalsmith Pokémon,,かなうちポケモン,Forge,Schmied,,,,대장장이포켓몬,錘鍊寶可夢,锤炼宝可梦
958,Hammer Pokémon,,ハンマーポケモン,Marteau,Hammer,,,,해머포켓몬,錘子寶可夢,锤子宝可梦
959,Hammer Pokémon,,ハンマーポケモン,Marteau,Hammer,,,,해머포켓몬,錘子寶可夢,锤子宝可梦
960,Garden Eel Pokémon,,あなごポケモン,Congre,Meeraal,,,,정원장어포켓몬,糯鰻寶可夢,糯鳗宝可梦
961,Garden Eel Pokémon,,あなごポケモン,Congre,Meeraal,,,,정원장어포켓몬,糯鰻寶可夢,糯鳗宝可梦
962,Item Drop Pokémon,,おとしものポケモン,Délesteur,Abwurf,,,,낙하물포켓몬,掉東西寶可夢,掉东西宝可梦
963,Dolphin Pokémon,,イルカポケモン,Dauphin,Delfin,,,,돌고래포켓몬,海豚寶可夢,海豚宝可梦
964,Dolphin Pokémon,,イルカポケモン,Dauphin/Super Héros,Delfin,,,,돌고래포켓몬,海豚寶可夢,海豚宝可梦
965,Single-Cyl Pokémon,,たんきとうポケモン,Monocylindre,Einzylinder,,,,단기통포켓몬,單汽缸寶可夢,单汽缸宝可梦
966,Multi-Cyl Pokémon,,たきとうポケモン,Polycylindre,Mehrzylinder,,,,다기통포켓몬,多汽缸寶可夢,多汽缸宝可梦
967,Mount Pokémon,,ライドポケモン,Monture,Ritt,,,,라이드포켓몬,坐騎寶可夢,坐骑宝可梦
968,Earthworm Pokémon,,ミミズポケモン,Ver de Terre,Regenwurm,,,,지렁이포켓몬,蚯蚓寶可夢,蚯蚓宝可梦
969,Ore Pokémon,,こうせきポケモン,Minerai,Erz,,,,광석포켓몬,礦石寶可夢,矿石宝可梦
970,Ore Pokémon,,こうせきポケモン,Minerai,Erz,,,,광석포켓몬,礦石寶可夢,矿石宝可梦
971,Ghost Dog Pokémon,,おばけいぬポケモン,Fantôchien,Geisterhund,,,,유령개포켓몬,鬼犬寶可夢,鬼犬宝可梦
972,Ghost Dog Pokémon,,おばけいぬポケモン,Fantôchien,Geisterhund,,,,유령개포켓몬,鬼犬寶可夢,鬼犬宝可梦
973,Synchronize Pokémon,,シンクロポケモン,Synchro,Synchron,,,,싱크로포켓몬,同步寶可夢,同步宝可梦
974,Terra Whale Pokémon,,りくくじらポケモン,Baleinapied,Landwal,,,,육지고래포켓몬,陸鯨寶可夢,陆鲸宝可梦
975,Terra Whale Pokémon,,りくくじらポケモン,Baleinapied,Landwal,,,,육지고래포켓몬,陸鯨寶可夢,陆鲸宝可梦
976,Jettison Pokémon,,きりはなしポケモン,Décharné,Abtrennung,,,,분리포켓몬,卸除寶可夢,卸除宝可梦
977,Big Catfish Pokémon,,おおなまずポケモン,Grand Silure,Großwels,,,,큰메기포켓몬,大鯰寶可夢,大鲶宝可梦
978,Mimicry Pokémon,,ぎたいポケモン,Mimétisme,Mimesen,,,,의태포켓몬,擬態寶可夢,拟态宝可梦
979,Rage Monkey Pokémon,,ふんどざるポケモン,Singe Furax,Zornaffe,,,,분노숭이포켓몬,憤怒猴寶可夢,愤怒猴宝可梦
980,Spiny Fish Pokémon,,とげうおポケモン,Poissépine,Dornfisch,,,,가시물고기포켓몬,刺魚寶可夢,刺鱼宝可梦
981,Long Neck Pokémon,,くびながポケモン,Long-Cou,Langhals,,,,긴목포켓몬,長頸寶可夢,长颈宝可梦
982,Land Snake Pokémon,,つちへびポケモン,Serpent,Erdschlange,,,,땅뱀포켓몬,地蛇寶可夢,地蛇宝可梦
983,Big Blade Pokémon,,だいとうポケモン,Pourfendant,Langschwert,,,,대도포켓몬,大刀寶可夢,大刀宝可梦
984,Paradox Pokémon,,パラドックスポケモン,Paradoxe,Paradox,,,,패러독스포켓몬,悖謬寶可夢,悖谬宝可梦
985,Paradox Pokémon,,パラドックスポケモン,Paradoxe,Paradox,,,,패러독스포켓몬,悖謬寶可夢,悖谬宝可梦
986,Paradox Pokémon,,パラドックスポケモン,Paradoxe,Paradox,,,,패러독스포켓몬,悖謬寶可夢,悖谬宝可梦
987,Paradox Pokémon,,パラドックスポケモン,Paradoxe,Paradox,,,,패러독스포켓몬,悖謬寶可夢,悖谬宝可梦
988,Paradox Pokémon,,パラドックスポケモン,Paradoxe,Paradox,,,,패러독스포켓몬,悖謬寶可夢,悖谬宝可梦
989,Paradox Pokémon,,パラドックスポケモン,Paradoxe,Paradox,,,,패러독스포켓몬,悖謬寶可夢,悖谬宝可梦
990,Paradox Pokémon,,パラドックスポケモン,Paradoxe,Paradox,,,,패러독스포켓몬,悖謬寶可夢,悖谬宝可梦
991,Paradox Pokémon,,パラドックスポケモン,Paradoxe,Paradox,,,,패러독스포켓몬,悖謬寶可夢,悖谬宝可梦
992,Paradox Pokémon,,パラドックスポケモン,Paradoxe,Paradox,,,,패러독스포켓몬,悖謬寶可夢,悖谬宝可梦
993,Paradox Pokémon,,パラドックスポケモン,Paradoxe,Paradox,,,,패러독스포켓몬,悖謬寶可夢,悖谬宝可梦
994,Paradox Pokémon,,パラドックスポケモン,Paradoxe,Paradox,,,,패러독스포켓몬,悖謬寶可夢,悖谬宝可梦
995,Paradox Pokémon,,パラドックスポケモン,Paradoxe,Paradox,,,,패러독스포켓몬,悖謬寶可夢,悖谬宝可梦
996,Ice Fin Pokémon,,こおりビレポケモン,Glaçaileron,Eisfinne,,,,얼음지느러미포켓몬,冰鰭寶可夢,冰鳍宝可梦
