pokemon,form,version_group,versions,location_area,method,levels,during_any_time,while_weather_overall,boulder_required,alpha_levels,during_morning,during_day,during_evening,note,during_night,rate_overall,while_blizzard,while_clear,while_harsh_sunlight,while_cloudy
unown,unown-o,legends-arceus,legends-arceus,solaceon-ruins-hisui,symbol-encounter,25,true,true,,40,,,,After all Unown forms have been found around Hisui.,,,,,,
unown,unown-p,legends-arceus,legends-arceus,fabled-spring,contact-unown-reasearch-notes,25,true,true,,,,,,"After visiting Solaceon Ruins and the Unown Research Notes are added to the Pokédex, amidst a bed of purple flowers west of the river",,,,,,
unown,unown-p,legends-arceus,legends-arceus,solaceon-ruins-hisui,symbol-encounter,25,true,true,,40,,,,After all Unown forms have been found around Hisui.,,,,,,
unown,unown-q,legends-arceus,legends-arceus,solaceon-ruins-hisui,symbol-encounter,25,true,true,,40,,,,After all Unown forms have been found around Hisui.,,,,,,
unown,unown-q,legends-arceus,legends-arceus,spring-path-hisui,contact-unown-reasearch-notes,25,true,true,,,,,,"After visiting Solaceon Ruins and the Unown Research Notes are added to the Pokédex, atop the southernmost tree outside the entrance to Turnback Cave",,,,,,
unown,unown-question,legends-arceus,legends-arceus,solaceon-ruins-hisui,symbol-encounter,25,true,true,,40,,,,After all Unown forms have been found around Hisui.,,,,,,
unown,unown-question,legends-arceus,legends-arceus,jubilife-village,contact-unown-reasearch-notes,25,true,true,,,,,,"After visiting Solaceon Ruins and the Unown Research Notes are added to the Pokédex, on the clothesline behind your quarters",,,,,,
unown,unown-r,legends-arceus,legends-arceus,solaceon-ruins-hisui,symbol-encounter,25,true,true,,40,,,,After all Unown forms have been found around Hisui.,,,,,,
unown,unown-r,legends-arceus,legends-arceus,veilstone-cape,contact-unown-reasearch-notes,25,true,true,,,,,,"After visiting Solaceon Ruins and the Unown Research Notes are added to the Pokédex, between the two rocky outcrops at the eastern end",,,,,,
unown,unown-s,legends-arceus,legends-arceus,solaceon-ruins-hisui,symbol-encounter,25,true,true,,40,,,,After all Unown forms have been found around Hisui.,,,,,,
unown,unown-s,legends-arceus,legends-arceus,tidewater-dam,contact-unown-reasearch-notes,25,true,true,,,,,,"After visiting Solaceon Ruins and the Unown Research Notes are added to the Pokédex, at the dam at the river's edge",,,,,,
unown,unown-t,legends-arceus,legends-arceus,avaluggs-legacy,contact-unown-reasearch-notes,25,true,true,,,,,,"After visiting Solaceon Ruins and the Unown Research Notes are added to the Pokédex, on a glacial structure northeast of the tallest glacier",,,,,,
unown,unown-t,legends-arceus,legends-arceus,solaceon-ruins-hisui,symbol-encounter,25,true,true,,40,,,,After all Unown forms have been found around Hisui.,,,,,,
unown,unown-u,legends-arceus,legends-arceus,hearts-crag,contact-unown-reasearch-notes,25,true,true,,,,,,"After visiting Solaceon Ruins and the Unown Research Notes are added to the Pokédex, on top of a rock structure to the east overlooking the lake",,,,,,
unown,unown-u,legends-arceus,legends-arceus,solaceon-ruins-hisui,symbol-encounter,25,true,true,,40,,,,After all Unown forms have been found around Hisui.,,,,,,
unown,unown-v,legends-arceus,legends-arceus,scarlet-bog,contact-unown-reasearch-notes,25,true,true,,,,,,"After visiting Solaceon Ruins and the Unown Research Notes are added to the Pokédex, atop a dead tree in the western portion of the swamp",,,,,,
unown,unown-v,legends-arceus,legends-arceus,solaceon-ruins-hisui,symbol-encounter,25,true,true,,40,,,,After all Unown forms have been found around Hisui.,,,,,,
unown,unown-w,legends-arceus,legends-arceus,solaceon-ruins-hisui,symbol-encounter,25,true,true,,40,,,,After all Unown forms have been found around Hisui.,,,,,,
unown,unown-w,legends-arceus,legends-arceus,jubilife-village,contact-unown-reasearch-notes,25,true,true,,,,,,"After visiting Solaceon Ruins and the Unown Research Notes are added to the Pokédex, on the left eye of the western Magikarp statue atop Galaxy Hall",,,,,,
unown,unown-x,legends-arceus,legends-arceus,grandtree-arena,contact-unown-reasearch-notes,25,true,true,,,,,,"After visiting Solaceon Ruins and the Unown Research Notes are added to the Pokédex, on a broken branch partway up the Grandtree",,,,,,
unown,unown-x,legends-arceus,legends-arceus,solaceon-ruins-hisui,symbol-encounter,25,true,true,,40,,,,After all Unown forms have been found around Hisui.,,,,,,
unown,unown-y,legends-arceus,legends-arceus,icebound-falls,contact-unown-reasearch-notes,25,true,true,,,,,,"After visiting Solaceon Ruins and the Unown Research Notes are added to the Pokédex, on a snowy ledge midway up the frozen waterfall",,,,,,
unown,unown-y,legends-arceus,legends-arceus,solaceon-ruins-hisui,symbol-encounter,25,true,true,,40,,,,After all Unown forms have been found around Hisui.,,,,,,
unown,unown-z,legends-arceus,legends-arceus,deadwood-haunt,contact-unown-reasearch-notes,25,true,true,,,,,,"After visiting Solaceon Ruins and the Unown Research Notes are added to the Pokédex, on the mast of the ship",,,,,,
unown,unown-z,legends-arceus,legends-arceus,solaceon-ruins-hisui,symbol-encounter,25,true,true,,40,,,,After all Unown forms have been found around Hisui.,,,,,,
ursaluna,ursaluna,legends-arceus,legends-arceus,sludge-mound,special-encounter,26,,,,,,,,"Can not be caught. Appears during Mission 8: ""Arezu's Predicament""",,one,,,,
ursaring,ursaring,legends-arceus,legends-arceus,droning-meadow,symbol-encounter,33 - 36,,true,true,48 - 51,true,true,true,,,,,,,
ursaring,ursaring,legends-arceus,legends-arceus,gapejaw-bog,symbol-encounter,,true,true,true,55,,,,,,,,,,
ursaring,ursaring,legends-arceus,legends-arceus,golden-lowlands,swarm,30 - 32,true,true,true,45 - 47,,,,,,,,,,
ursaring,ursaring,legends-arceus,legends-arceus,horseshoe-plains,contact-space-time-distortion,30 - 65,true,true,,45 - 80,,,,,,,,,,
ursaring,ursaring,legends-arceus,legends-arceus,natures-pantry,contact-space-time-distortion,30 - 65,true,true,,45 - 80,,,,,,,,,,
ursaring,ursaring,legends-arceus,legends-arceus,sandgem-flats,contact-space-time-distortion,30 - 65,true,true,,45 - 80,,,,,,,,,,
ursaring,ursaring,legends-arceus,legends-arceus,sonorous-path,symbol-encounter,37 - 40,true,true,,52 - 55,,,,,,,,,,
ursaring,ursaring,legends-arceus,legends-arceus,sonorous-path,swarm,62 - 64,true,true,,77 - 79,,,,,,,,,,
ursaring,ursaring,legends-arceus,legends-arceus,ursas-ring,symbol-encounter,,true,true,,41,,,,,,,,,,
ursaring,ursaring,legends-arceus,legends-arceus,windswept-run,contact-space-time-distortion,30 - 65,true,true,,45 - 80,,,,,,,,,,
uxie,uxie,legends-arceus,legends-arceus,lake-acuity-hisui,special-encounter,70,true,true,,,,,,"Can be caught during Mission 21: ""The Plate of the Lakes"". Unlocked after completing Mission 20: ""The Researcher of Myths"". Respawns immediately and is never shiny.",,,,,,
vaporeon,vaporeon,legends-arceus,legends-arceus,crossing-slope,contact-space-time-distortion,30 - 58,true,true,,45 - 73,,,,,,,,,,
vaporeon,vaporeon,legends-arceus,legends-arceus,deadwood-haunt,contact-space-time-distortion,30 - 58,true,true,,45 - 73,,,,,,,,,,
vaporeon,vaporeon,legends-arceus,legends-arceus,ginkgo-landing,contact-space-time-distortion,30 - 58,true,true,,45 - 73,,,,,,,,,,
vaporeon,vaporeon,legends-arceus,legends-arceus,spring-path-hisui,contact-space-time-distortion,30 - 58,true,true,,45 - 73,,,,,,,,,,
vaporeon,vaporeon,legends-arceus,legends-arceus,windbreak-stand,contact-space-time-distortion,30 - 58,true,true,,45 - 73,,,,,,,,,,
vespiquen,vespiquen,legends-arceus,legends-arceus,cottonsedge-prairie,symbol-encounter,33 - 36,true,true,true,48 - 51,,,,,,,,,,
vespiquen,vespiquen,legends-arceus,legends-arceus,cottonsedge-prairie,symbol-encounter,,true,true,true,61,,,,,,,,,,
vespiquen,vespiquen,legends-arceus,legends-arceus,cottonsedge-prairie,shaking-trees,33 - 36,true,true,,48 - 51,,,,,,,,,,
vespiquen,vespiquen,legends-arceus,legends-arceus,droning-meadow,symbol-encounter,33 - 36,true,true,true,48 - 51,,,,,,,,,,
vespiquen,vespiquen,legends-arceus,legends-arceus,droning-meadow,shaking-trees,33 - 36,true,true,,48 - 51,,,,,,,,,,
vespiquen,vespiquen,legends-arceus,legends-arceus,grueling-grove,special-encounter,,true,true,,60,,,,"Can be caught during Mission 20: ""The Researcher of Myths""",,,,,,
vespiquen,vespiquen,legends-arceus,legends-arceus,lake-valor-hisui,symbol-encounter,33 - 36,true,true,true,48 - 51,,,,,,,,,,
voltorb-hisui,voltorb-hisui,legends-arceus,legends-arceus,celestica-ruins,boxes,39 - 42,true,true,,54 - 57,,,,,,,,,,
voltorb-hisui,voltorb-hisui,legends-arceus,legends-arceus,sacred-plaza,symbol-encounter,"39 - 42, 55 - 58",true,true,,"54 - 57, 70 - 73",,,,,,,,,,
voltorb-hisui,voltorb-hisui,legends-arceus,legends-arceus,sacred-plaza,boxes,39 - 42,true,true,,54 - 57,,,,,,,,,,
voltorb-hisui,voltorb-hisui,legends-arceus,legends-arceus,sacred-plaza,swarm,48 - 50,true,true,,63 - 65,,,,,,,,,,
vulpix-alola,vulpix-alola,legends-arceus,legends-arceus,whiteout-valley,npc-gift,40,true,true,,,,,,"After completing Request 83: ""Snow-White Vulpix in the Snow""",,,,,,
vulpix,vulpix,legends-arceus,legends-arceus,veilstone-cape,symbol-encounter,29 - 32,true,true,,44 - 47,,,,,,,,,,
vulpix,vulpix,legends-arceus,legends-arceus,veilstone-cape,swarm,37 - 39,true,true,,52 - 54,,,,,,,,,,
walrein,walrein,legends-arceus,legends-arceus,arenas-approach,contact-space-time-distortion,50 - 63,true,true,,65 - 78,,,,,,,,,,
walrein,walrein,legends-arceus,legends-arceus,avalanche-slopes,contact-space-time-distortion,50 - 63,true,true,,65 - 78,,,,,,,,,,
walrein,walrein,legends-arceus,legends-arceus,bonechill-wastes,contact-space-time-distortion,50 - 63,true,true,,65 - 78,,,,,,,,,,
walrein,walrein,legends-arceus,legends-arceus,ginkgo-landing,symbol-encounter,,true,true,,50,,,,,,,,,,
walrein,walrein,legends-arceus,legends-arceus,glacier-terrace,contact-space-time-distortion,50 - 63,true,true,,65 - 78,,,,,,,,,,
walrein,walrein,legends-arceus,legends-arceus,hearts-crag,contact-space-time-distortion,50 - 63,true,true,,65 - 78,,,,,,,,,,
walrein,walrein,legends-arceus,legends-arceus,hideaway-bay,swarm,46 - 48,true,true,,61 - 63,,,,,,,,,,
walrein,walrein,legends-arceus,legends-arceus,islespy-shore,symbol-encounter,46 - 48,true,true,,61 - 63,,,,,,,,,,
weavile,weavile,legends-arceus,legends-arceus,horseshoe-plains,contact-space-time-distortion,25 - 60,true,true,,40 - 75,,,,,,,,,,
weavile,weavile,legends-arceus,legends-arceus,natures-pantry,contact-space-time-distortion,25 - 60,true,true,,40 - 75,,,,,,,,,,
weavile,weavile,legends-arceus,legends-arceus,sandgem-flats,contact-space-time-distortion,25 - 60,true,true,,40 - 75,,,,,,,,,,
weavile,weavile,legends-arceus,legends-arceus,tidewater-dam,contact-space-time-distortion,25 - 60,true,true,,40 - 75,,,,,,,,,,
weavile,weavile,legends-arceus,legends-arceus,windswept-run,contact-space-time-distortion,25 - 60,true,true,,40 - 75,,,,,,,,,,
whiscash,whiscash,legends-arceus,legends-arceus,droning-meadow,symbol-encounter,33 - 36,true,true,true,48 - 51,,,,,,,,,,
whiscash,whiscash,legends-arceus,legends-arceus,gapejaw-bog,symbol-encounter,33 - 36,true,true,,48 - 51,,,,,,,,,,
whiscash,whiscash,legends-arceus,legends-arceus,gapejaw-bog,swarm,38 - 40,true,true,true,53 - 55,,,,,,,,,,
whiscash,whiscash,legends-arceus,legends-arceus,lake-valor-hisui,symbol-encounter,,true,true,,64,,,,,,,,,,
whiscash,whiscash,legends-arceus,legends-arceus,lake-valor-hisui,symbol-encounter,53 - 56,true,true,,68 - 71,,,,,,,,,,
whiscash,whiscash,legends-arceus,legends-arceus,scarlet-bog,swarm,38 - 40,true,true,true,53 - 55,,,,,,,,,,
whiscash,whiscash,legends-arceus,legends-arceus,ursas-ring,symbol-encounter,33 - 36,true,true,true,48 - 51,,,,,,,,,,
whiscash,whiscash,legends-arceus,legends-arceus,wayward-cave,symbol-encounter,35 - 38,true,true,,50 - 53,,,,,,,,,,
wormadam-plant,wormadam-plant,legends-arceus,legends-arceus,floaro-gardens,shaking-trees,20 - 23,true,true,true,35 - 38,,,,,,,,,,
wormadam-plant,wormadam-plant,legends-arceus,legends-arceus,grueling-grove,shaking-trees,20 - 23,true,true,,35 - 38,,,,,,,,,,
wormadam-plant,wormadam-plant,legends-arceus,legends-arceus,lake-verity-hisui,shaking-trees,20 - 23,true,true,,31 - 34,,,,,,,,,,
wormadam-plant,wormadam-plant,legends-arceus,legends-arceus,sandgem-flats,shaking-trees,20 - 23,true,true,,35 - 38,,,,,,,,,,
wormadam-sandy,wormadam-sandy,legends-arceus,legends-arceus,ancient-quarry,shaking-trees,43 - 46,true,true,true,58 - 61,,,,,,,,,,
wormadam-sandy,wormadam-sandy,legends-arceus,legends-arceus,celestica-ruins,shaking-trees,39 - 42,true,true,,54 - 57,,,,,,,,,,
wormadam-sandy,wormadam-sandy,legends-arceus,legends-arceus,celestica-trail,shaking-trees,43 - 46,true,true,true,58 - 61,,,,,,,,,,
wormadam-sandy,wormadam-sandy,legends-arceus,legends-arceus,clamberclaw-cliffs,shaking-trees,39 - 42,true,true,,54 - 57,,,,,,,,,,
wormadam-sandy,wormadam-sandy,legends-arceus,legends-arceus,cloudcap-pass,shaking-trees,39 - 42,true,true,,54 - 57,,,,,,,,,,
wormadam-sandy,wormadam-sandy,legends-arceus,legends-arceus,fabled-spring,shaking-trees,43 - 46,true,true,,58 - 61,,,,,,,,,,
wormadam-sandy,wormadam-sandy,legends-arceus,legends-arceus,gapejaw-bog,shaking-trees,41 - 44,true,true,true,56 - 59,,,,,,,,,,
wormadam-sandy,wormadam-sandy,legends-arceus,legends-arceus,golden-lowlands,shaking-trees,41 - 44,true,true,true,56 - 59,,,,,,,,,,
wormadam-sandy,wormadam-sandy,legends-arceus,legends-arceus,heavenward-lookout,shaking-trees,35 - 38,true,true,,50 - 53,,,,,,,,,,
wormadam-sandy,wormadam-sandy,legends-arceus,legends-arceus,sacred-plaza,shaking-trees,"39 - 42, 53 - 56",true,true,,"54 - 57, 68 - 71",,,,,,,,,,
wormadam-sandy,wormadam-sandy,legends-arceus,legends-arceus,stonetooth-rows,shaking-trees,43 - 46,true,true,,58 - 61,,,,,,,,,,
wormadam-trash,wormadam-trash,legends-arceus,legends-arceus,aipom-hill,shaking-trees,33 - 36,true,true,,48 - 51,,,,,,,,,,
wormadam-trash,wormadam-trash,legends-arceus,legends-arceus,arenas-approach,shaking-trees,47 - 50,true,true,,62 - 65,,,,,,,,,,
wormadam-trash,wormadam-trash,legends-arceus,legends-arceus,avalanche-slopes,shaking-trees,59 - 62,true,true,,74 - 77,,,,,,,,,,
wormadam-trash,wormadam-trash,legends-arceus,legends-arceus,avaluggs-legacy,shaking-trees,49 - 52,true,true,true,64 - 67,,,,,,,,,,
wormadam-trash,wormadam-trash,legends-arceus,legends-arceus,bathers-lagoon,shaking-trees,28 - 32,true,true,,43 - 47,,,,,,,,,,
wormadam-trash,wormadam-trash,legends-arceus,legends-arceus,bonechill-wastes,shaking-trees,43 - 46,true,true,,58 - 61,,,,,,,,,,
wormadam-trash,wormadam-trash,legends-arceus,legends-arceus,castaway-shore,shaking-trees,31 - 34,true,true,,46 - 49,,,,,,,,,,
wormadam-trash,wormadam-trash,legends-arceus,legends-arceus,crossing-slope,shaking-trees,27 - 30,true,true,,42 - 45,,,,,,,,,,
wormadam-trash,wormadam-trash,legends-arceus,legends-arceus,deadwood-haunt,shaking-trees,28 - 32,true,true,true,43 - 47,,,,,,,,,,
wormadam-trash,wormadam-trash,legends-arceus,legends-arceus,firespit-island,shaking-trees,31 - 34,true,true,true,46 - 49,,,,,,,,,,
wormadam-trash,wormadam-trash,legends-arceus,legends-arceus,ginkgo-landing,shaking-trees,27 - 30,true,true,,42 - 45,,,,,,,,,,
wormadam-trash,wormadam-trash,legends-arceus,legends-arceus,glacier-terrace,shaking-trees,49 - 52,true,true,,64 - 67,,,,,,,,,,
wormadam-trash,wormadam-trash,legends-arceus,legends-arceus,hearts-crag,shaking-trees,53 - 56,true,true,,68 - 71,,,,,,,,,,
wormadam-trash,wormadam-trash,legends-arceus,legends-arceus,hideaway-bay,shaking-trees,41 - 44,true,true,,56 - 59,,,,,,,,,,
wormadam-trash,wormadam-trash,legends-arceus,legends-arceus,icebound-falls,shaking-trees,47 - 50,true,true,,62 - 65,,,,,,,,,,
wormadam-trash,wormadam-trash,legends-arceus,legends-arceus,islespy-shore,shaking-trees,41 - 44,true,true,true,56 - 59,,,,,,,,,,
wormadam-trash,wormadam-trash,legends-arceus,legends-arceus,lake-acuity-hisui,shaking-trees,49 - 52,true,true,,64 - 67,,,,,,,,,,
wormadam-trash,wormadam-trash,legends-arceus,legends-arceus,lunkers-lair,shaking-trees,31 - 34,true,true,,46 - 49,,,,,,,,,,
wormadam-trash,wormadam-trash,legends-arceus,legends-arceus,pearl-settlement,shaking-trees,49 - 52,true,true,true,64 - 67,,,,,,,,,,
wormadam-trash,wormadam-trash,legends-arceus,legends-arceus,sands-reach,shaking-trees,28 - 34,true,true,,43 - 49,,,,,,,,,,
wormadam-trash,wormadam-trash,legends-arceus,legends-arceus,seagrass-haven,shaking-trees,"31 - 34, 37 - 40",true,true,,"46 - 49, 52 - 55",,,,,,,,,,
wormadam-trash,wormadam-trash,legends-arceus,legends-arceus,spring-path-hisui,shaking-trees,41 - 44,true,true,,56 - 59,,,,,,,,,,
wormadam-trash,wormadam-trash,legends-arceus,legends-arceus,tombolo-walk,shaking-trees,33 - 36,true,true,,48 - 51,,,,,,,,,,
wormadam-trash,wormadam-trash,legends-arceus,legends-arceus,tranquility-cove,shaking-trees,31 - 34,true,true,,46 - 49,,,,,,,,,,
wormadam-trash,wormadam-trash,legends-arceus,legends-arceus,veilstone-cape,shaking-trees,28 - 32,true,true,,43 - 47,,,,,,,,,,
wormadam-trash,wormadam-trash,legends-arceus,legends-arceus,whiteout-valley,shaking-trees,43 - 46,true,true,,58 - 61,,,,,,,,,,
wormadam-trash,wormadam-trash,legends-arceus,legends-arceus,windbreak-stand,shaking-trees,"28 - 32, 41 - 44",true,true,,"43 - 47, 56 - 59",,,,,,,,,,
wurmple,wurmple,legends-arceus,legends-arceus,aspiration-hill,symbol-encounter,3 - 6,true,true,true,18 - 21,,,,,,,,,,
wurmple,wurmple,legends-arceus,legends-arceus,aspiration-hill,swarm,4 - 6,true,true,true,19 - 21,,,,,,,,,,
wurmple,wurmple,legends-arceus,legends-arceus,floaro-gardens,symbol-encounter,2 - 6,true,true,,17 - 21,,,,,,,,,,
wurmple,wurmple,legends-arceus,legends-arceus,horseshoe-plains,symbol-encounter,2 - 6,true,true,,17 - 21,,,,,,,,,,
wurmple,wurmple,legends-arceus,legends-arceus,the-heartwood,symbol-encounter,3 - 6,true,true,,18 - 21,,,,,,,,,,
yanma,yanma,legends-arceus,legends-arceus,droning-meadow,symbol-encounter,22 - 24,true,true,,,,,,,,,,,,
yanma,yanma,legends-arceus,legends-arceus,gapejaw-bog,flying,21 - 24,true,true,,36 - 39,,,,,,,,,,
yanma,yanma,legends-arceus,legends-arceus,gapejaw-bog,swarm,22 - 24,true,true,,37 - 39,,,,,,,,,,
yanma,yanma,legends-arceus,legends-arceus,heavenward-lookout,flying,35 - 38,,true,,50 - 53,true,true,true,,,,,,,
yanma,yanma,legends-arceus,legends-arceus,heavenward-lookout,swarm,28 - 30,true,true,,43 - 45,,,,,,,,,,
yanma,yanma,legends-arceus,legends-arceus,ursas-ring,flying,27 - 30,true,true,,42 - 45,,,,,,,,,,
yanmega,yanmega,legends-arceus,legends-arceus,droning-meadow,symbol-encounter,,true,true,,58,,,,,,,,,,
yanmega,yanmega,legends-arceus,legends-arceus,gapejaw-bog,swarm,30 - 32,true,true,,45 - 47,,,,,,,,,,
yanmega,yanmega,legends-arceus,legends-arceus,heavenward-lookout,flying,35 - 38,,true,,50 - 53,true,true,true,,,,,,,
yanmega,yanmega,legends-arceus,legends-arceus,heavenward-lookout,swarm,40 - 42,true,true,,55 - 57,,,,,,,,,,
zoroark-hisui,zoroark-hisui,legends-arceus,legends-arceus,avaluggs-legacy,swarm,52 - 54,true,true,true,67 - 69,,,,,,,,,,
zoroark-hisui,zoroark-hisui,legends-arceus,legends-arceus,glacier-terrace,symbol-encounter,49 - 52,true,true,true,64 - 67,,,,,,,,,,
