identifier,column,pokeapi,pokedb
raichunite-y,name_ja,,ライチュウナイトＹ
raichunite-y,name_fr,,Raichuïte Y
raichunite-y,name_de,,Raichunit Y
raichunite-y,name_es,,Raichunita Y
raichunite-y,name_it,,Raichuite Y
raichunite-y,name_ko,,라이츄나이트Y
raichunite-y,fling_power,80,
raichunite-y,introduced_generation,,9
chimechite,name_en,,Chimechite
chimechite,name_ja,,チリーンナイト
chimechite,name_fr,,Éokite
chimechite,name_de,,Palimpalimonit
chimechite,name_es,,Chimechita
chimechite,name_it,,Chimechite
chimechite,name_ko,,치렁나이트
chimechite,fling_power,80,
chimechite,introduced_generation,,9
absolite-z,name_en,,Absolite Z
absolite-z,name_ja,,アブソルナイトZ
absolite-z,name_fr,,Absolite Z
absolite-z,name_de,,Absolnit Z
absolite-z,name_es,,Absolita Z
absolite-z,name_it,,Absolite Z
absolite-z,name_ko,,앱솔나이트Z
absolite-z,fling_power,80,
absolite-z,introduced_generation,,9
staraptite,name_en,,Staraptite
staraptite,name_ja,,ムクホークナイト
staraptite,name_fr,,Étouraptorite
staraptite,name_de,,Staraptornit
staraptite,name_es,,Staraptorita
staraptite,name_it,,Staraptorite
staraptite,name_ko,,찌르호크나이트
staraptite,fling_power,80,
staraptite,introduced_generation,,9
garchompite-z,name_en,,Garchompite Z
garchompite-z,name_ja,,ガブリアスナイトZ
garchompite-z,name_fr,,Carchacrokite Z
garchompite-z,name_de,,Knakracknit Z
garchompite-z,name_es,,Garchompita Z
garchompite-z,name_it,,Garchompite Z
garchompite-z,name_ko,,한카리아스나이트Z
garchompite-z,fling_power,80,
garchompite-z,introduced_generation,,9
lucarionite-z,name_en,,Lucarionite Z
lucarionite-z,name_ja,,ルカリオナイトZ
lucarionite-z,name_fr,,Lucarite Z
lucarionite-z,name_de,,Lucarionit Z
lucarionite-z,name_es,,Lucarita Z
lucarionite-z,name_it,,Lucarite Z
lucarionite-z,name_ko,,루카리오나이트Z
lucarionite-z,fling_power,80,
lucarionite-z,introduced_generation,,9
golurkite,name_en,,Golurkite
golurkite,name_ja,,ゴルーグナイト
golurkite,name_fr,,Golemastokite
golurkite,name_de,,Golgantesnit
golurkite,name_es,,Golurkita
golurkite,name_it,,Golurkite
golurkite,name_ko,,골루그나이트
golurkite,fling_power,80,
golurkite,introduced_generation,,9
meowsticite,name_en,,Meowsticite
meowsticite,name_ja,,ニャオニクスナイト
meowsticite,name_fr,,Psiaugonit
meowsticite,name_de,,Mistigrixite
meowsticite,name_es,,Meowsticita
meowsticite,name_it,,Meowsticite
meowsticite,name_ko,,냐오닉스나이트
meowsticite,fling_power,80,
meowsticite,introduced_generation,,9
crabominite,name_en,,Crabominite
crabominite,name_ja,,ケケンカニナイト
crabominite,name_fr,,Crabominablite
crabominite,name_de,,Krawellonit
crabominite,name_es,,Crabominablita
crabominite,name_it,,Crabominablite
crabominite,name_ko,,모단단게나이트
crabominite,fling_power,80,
crabominite,introduced_generation,,9
golisopite,name_en,,Golisopite
golisopite,name_ja,,グソクムシャナイト
golisopite,name_fr,,Sarmuraïte
golisopite,name_de,,Tectassnit
golisopite,name_es,,Golisopodita
golisopite,name_it,,Golisopodite
golisopite,name_ko,,갑주무사나이트
golisopite,fling_power,80,
golisopite,introduced_generation,,9
magearnite,name_en,,Magearnite
magearnite,name_ja,,マギアナイト
magearnite,name_fr,,Magearnite
magearnite,name_de,,Magearnanit
magearnite,name_es,,Magearnita
magearnite,name_it,,Magearnite
magearnite,name_ko,,마기아나이트
magearnite,fling_power,80,
magearnite,introduced_generation,,9
scovillainite,name_en,,Scovillainite
scovillainite,name_ja,,スコヴィラナイト
scovillainite,name_fr,,Scovilainite
scovillainite,name_de,,Halupenjonit
scovillainite,name_es,,Scovillainita
scovillainite,name_it,,Scovillainite
scovillainite,name_ko,,스코빌런나이트
scovillainite,fling_power,80,
scovillainite,introduced_generation,,9
baxcalibrite,name_en,,Baxcalibrite
baxcalibrite,name_ja,,セグレイブナイト
baxcalibrite,name_fr,,Glaivodite
baxcalibrite,name_de,,Espinodonit
baxcalibrite,name_es,,Baxcaliburita
baxcalibrite,name_it,,Baxcaliburite
baxcalibrite,name_ko,,드닐레이브나이트
baxcalibrite,fling_power,80,
baxcalibrite,introduced_generation,,9
tatsugirinite,name_en,,Tatsugirinite
tatsugirinite,name_ja,,シャリタツナイト
tatsugirinite,name_fr,,Nigirigonite
tatsugirinite,name_de,,Nigiraginit
tatsugirinite,name_es,,Tatsugirita
tatsugirinite,name_it,,Tatsugirite
tatsugirinite,name_ko,,싸리용나이트
tatsugirinite,fling_power,80,
tatsugirinite,introduced_generation,,9
glimmoranite,name_en,,Glimmoranite
glimmoranite,name_ja,,キラフロルナイト
glimmoranite,name_fr,,Floréclatite
glimmoranite,name_de,,Lumifloranit
glimmoranite,name_es,,Glimmoranita
glimmoranite,name_it,,Glimmorite
glimmoranite,name_ko,,킬라플로르나이트
glimmoranite,fling_power,80,
glimmoranite,introduced_generation,,9
hopo-berry,name_en,,Hopo Berry
hopo-berry,name_ja,,ポフのみ
hopo-berry,name_fr,,Baie Bouhlon
hopo-berry,name_de,,Pfohbeere
hopo-berry,name_es,,Baya Lupu
hopo-berry,name_it,,Baccaluppo
hopo-berry,name_ko,,포흐열매
hopo-berry,introduced_generation,,8
academy-chairs,_row_,missing,present
adventure-guide,_row_,missing,present
aloraichium-z,_row_,missing,present
amazing-butter,_row_,missing,present
apricorn,_row_,missing,present
arboliva-oil,_row_,missing,present
articuno-treat,_row_,missing,present
aurora-ticket,_row_,missing,present
autographed-plush,_row_,missing,present
aux-evasion,_row_,missing,present
aux-guard,_row_,missing,present
aux-power,_row_,missing,present
aux-powerguard,_row_,missing,present
azelfs-fang,_row_,missing,present
bag,_row_,missing,present
ball-of-mud,_row_,missing,present
basculegion-food,_row_,missing,present
basement-key-hoenn,_row_,missing,present
basement-key-johto,_row_,missing,present
battle-chairs,_row_,missing,present
bean-cake,_row_,missing,present
beldum-claw,_row_,missing,present
berry-gen2,_row_,missing,present
berserk-gene,_row_,missing,present
bitter-berry,_row_,missing,present
black-tumblestone,_row_,missing,present
blitzle-mane-hair,_row_,missing,present
blue-canari-plush-lv-1,_row_,missing,present
blue-canari-plush-lv-2,_row_,missing,present
blue-canari-plush-lv-3,_row_,missing,present
blue-chairs,_row_,missing,present
blueberry-chairs,_row_,missing,present
blueberry-tablecloth,_row_,missing,present
bluesky-mail,_row_,missing,present
boulder-badge,_row_,missing,present
briars-book,_row_,missing,present
brick-piece,_row_,missing,present
bridgemail-d,_row_,missing,present
bridgemail-m,_row_,missing,present
bridgemail-s,_row_,missing,present
bridgemail-t,_row_,missing,present
bridgemail-v,_row_,missing,present
buginium-z,_row_,missing,present
bugwort,_row_,missing,present
burnt-berry,_row_,missing,present
bw-grass-chairs,_row_,missing,present
cake-lure-base,_row_,missing,present
canari-bread,_row_,missing,present
candy-truffle,_row_,missing,present
card-key-johto,_row_,missing,present
card-key-kanto,_row_,missing,present
cascade-badge,_row_,missing,present
caster-fern,_row_,missing,present
celestica-flute,_row_,missing,present
cherished-ring-first,_row_,missing,present
cherished-ring-second,_row_,missing,present
chinchou-sparks,_row_,missing,present
choice-dumpling,_row_,missing,present
clever-feather,_row_,missing,present
cobalion-treat,_row_,missing,present
coin-debug,_row_,missing,present
colorful-screw,_row_,missing,present
comfey-flower,_row_,missing,present
contest-costume,_row_,missing,present
cottonee-fluff,_row_,missing,present
crafting-kit,_row_,missing,present
cranidos-spike,_row_,missing,present
crunchy-salt,_row_,missing,present
darkinium-z,_row_,missing,present
dazzling-honey,_row_,missing,present
decidium-z,_row_,missing,present
dewpider-thread,_row_,missing,present
diamond-chairs,_row_,missing,present
digger-drill,_row_,missing,present
direshroom,_row_,missing,present
discovery-slate,_row_,missing,present
distortion-slate,_row_,missing,present
doduo-down,_row_,missing,present
doppel-bonnets,_row_,missing,present
dragonium-z,_row_,missing,present
drilbur-claw,_row_,missing,present
ds-sounds,_row_,missing,present
duraludon-tarnish,_row_,missing,present
dynamax-crystal,_row_,missing,present
earth-badge,_row_,missing,present
eevium-z,_row_,missing,present
egg-ticket,_row_,missing,present
eggant-berry,_row_,missing,present
electrium-z,_row_,missing,present
elekid-fur,_row_,missing,present
entei-treat,_row_,missing,present
eon-mail,_row_,missing,present
epice-noire,_row_,missing,present
espurr-fur,_row_,missing,present
eternal-ice,_row_,missing,present
exeggcute-shell,_row_,missing,present
fairium-z,_row_,missing,present
feather-ball,_row_,missing,present
fiery-pick,_row_,missing,present
fightinium-z,_row_,missing,present
fine-remedy,_row_,missing,present
firium-z,_row_,missing,present
flower-mail,_row_,missing,present
flyinium-z,_row_,missing,present
forest-balm,_row_,missing,present
genius-feather,_row_,missing,present
genome-slate,_row_,missing,present
ghostium-z,_row_,missing,present
gigaton-ball,_row_,missing,present
glastrier-treat,_row_,missing,present
gold-berry,_row_,missing,present
gold-canari-plush-lv-1,_row_,missing,present
gold-canari-plush-lv-2,_row_,missing,present
gold-canari-plush-lv-3,_row_,missing,present
golett-shard,_row_,missing,present
gorgeous-box,_row_,missing,present
grain-cake,_row_,missing,present
grassium-z,_row_,missing,present
great-ball-hisuian,_row_,missing,present
great-butter,_row_,missing,present
green-canari-plush-lv-1,_row_,missing,present
green-canari-plush-lv-2,_row_,missing,present
green-canari-plush-lv-3,_row_,missing,present
grit-dust,_row_,missing,present
grit-gravel,_row_,missing,present
grit-pebble,_row_,missing,present
grit-rock,_row_,missing,present
groudon-treat,_row_,missing,present
groundium-z,_row_,missing,present
gs-ball,_row_,missing,present
guidebook,_row_,missing,present
health-feather,_row_,missing,present
hearty-grains,_row_,missing,present
ho-oh-treat,_row_,missing,present
hoennian-salt,_row_,missing,present
hometown-muffin,_row_,missing,present
honey-cake,_row_,missing,present
horsea-ink,_row_,missing,present
hyper-aspear-berry,_row_,missing,present
hyper-babiri-berry,_row_,missing,present
hyper-charti-berry,_row_,missing,present
hyper-cheri-berry,_row_,missing,present
hyper-chesto-berry,_row_,missing,present
hyper-chilan-berry,_row_,missing,present
hyper-chople-berry,_row_,missing,present
hyper-coba-berry,_row_,missing,present
hyper-colbur-berry,_row_,missing,present
hyper-grepa-berry,_row_,missing,present
hyper-haban-berry,_row_,missing,present
hyper-hondew-berry,_row_,missing,present
hyper-kasib-berry,_row_,missing,present
hyper-kebia-berry,_row_,missing,present
hyper-kelpsy-berry,_row_,missing,present
hyper-lum-berry,_row_,missing,present
hyper-occa-berry,_row_,missing,present
hyper-oran-berry,_row_,missing,present
hyper-passho-berry,_row_,missing,present
hyper-payapa-berry,_row_,missing,present
hyper-pecha-berry,_row_,missing,present
hyper-persim-berry,_row_,missing,present
hyper-pomeg-berry,_row_,missing,present
hyper-qualot-berry,_row_,missing,present
hyper-rawst-berry,_row_,missing,present
hyper-rindo-berry,_row_,missing,present
hyper-roseli-berry,_row_,missing,present
hyper-shuca-berry,_row_,missing,present
hyper-sitrus-berry,_row_,missing,present
hyper-tamato-berry,_row_,missing,present
hyper-tanga-berry,_row_,missing,present
hyper-wacan-berry,_row_,missing,present
hyper-yache-berry,_row_,missing,present
hyperspace-butter,_row_,missing,present
ice-berry,_row_,missing,present
icium-z,_row_,missing,present
incinium-z,_row_,missing,present
indigo-disk,_row_,missing,present
indigo-style-card,_row_,missing,present
inkay-ink,_row_,missing,present
iron-barktongue,_row_,missing,present
iron-chunk,_row_,missing,present
jet-ball,_row_,missing,present
johto-slate,_row_,missing,present
joltik-thread,_row_,missing,present
jubilife-muffin,_row_,missing,present
kanto-slate,_row_,missing,present
key-to-room-1-hoenn,_row_,missing,present
key-to-room-202,_row_,missing,present
kings-leaf,_row_,missing,present
kommonium-z,_row_,missing,present
kubfu-treat,_row_,missing,present
kyogre-treat,_row_,missing,present
kyurem-treat,_row_,missing,present
lab-key-card-a,_row_,missing,present
lab-key-card-b,_row_,missing,present
lab-key-card-c,_row_,missing,present
lab-key-card-m,_row_,missing,present
lab-key-card-x,_row_,missing,present
lapras-teardrop,_row_,missing,present
latias-treat,_row_,missing,present
latios-treat,_row_,missing,present
leaden-ball,_row_,missing,present
leaf-letter,_row_,missing,present
leafy-chairs,_row_,missing,present
leek,_row_,missing,present
lidas-things,_row_,missing,present
lilac-chairs,_row_,missing,present
litebluemail,_row_,missing,present
lost-satchel,_row_,missing,present
lovely-mail,_row_,missing,present
lugia-treat,_row_,missing,present
lumiosian-butter,_row_,missing,present
lunala-treat,_row_,missing,present
lunalium-z,_row_,missing,present
lunar-feather,_row_,missing,present
lycanium-z,_row_,missing,present
magby-hair,_row_,missing,present
marsh-badge,_row_,missing,present
marsh-balm,_row_,missing,present
marshadium-z,_row_,missing,present
medicinal-leek,_row_,missing,present
mega-shard,_row_,missing,present
mesprits-plume,_row_,missing,present
mewnium-z,_row_,missing,present
milcery-cream,_row_,missing,present
mimikium-z,_row_,missing,present
minccino-fur,_row_,missing,present
minior-shell,_row_,missing,present
mint-berry,_row_,missing,present
mint-chairs,_row_,missing,present
minun-fur,_row_,missing,present
miracleberry,_row_,missing,present
mirage-mail,_row_,missing,present
moltres-treat,_row_,missing,present
monstrous-chairs,_row_,missing,present
morph-mail,_row_,missing,present
mountain-balm,_row_,missing,present
muscle-feather,_row_,missing,present
mushroom-cake,_row_,missing,present
music-mail,_row_,missing,present
mysterious-balm,_row_,missing,present
mysterious-shard-l,_row_,missing,present
mysterious-shard-s,_row_,missing,present
mystery-berry,_row_,missing,present
mystic-ticket,_row_,missing,present
mythical-pecha-berry,_row_,missing,present
n-lunarizer,_row_,missing,present
n-solarizer,_row_,missing,present
necrozma-treat,_row_,missing,present
nice-butter,_row_,missing,present
normal-box,_row_,missing,present
normalium-z,_row_,missing,present
oceanic-slate,_row_,missing,present
oddish-leaf,_row_,missing,present
old-journal,_row_,missing,present
old-verse-01,_row_,missing,present
old-verse-02,_row_,missing,present
old-verse-03,_row_,missing,present
old-verse-04,_row_,missing,present
old-verse-05,_row_,missing,present
old-verse-06,_row_,missing,present
old-verse-07,_row_,missing,present
old-verse-08,_row_,missing,present
old-verse-09,_row_,missing,present
old-verse-10,_row_,missing,present
old-verse-11,_row_,missing,present
old-verse-12,_row_,missing,present
old-verse-13,_row_,missing,present
old-verse-14,_row_,missing,present
old-verse-15,_row_,missing,present
old-verse-16,_row_,missing,present
old-verse-17,_row_,missing,present
old-verse-18,_row_,missing,present
old-verse-19,_row_,missing,present
old-verse-20,_row_,missing,present
origin-ball,_row_,missing,present
origin-ore,_row_,missing,present
peach-chairs,_row_,missing,present
pebble,_row_,missing,present
pep-up-plant,_row_,missing,present
pikanium-z,_row_,missing,present
pikashunium-z,_row_,missing,present
pikipek-feather,_row_,missing,present
pink-bow,_row_,missing,present
pink-canari-plush-lv-1,_row_,missing,present
pink-canari-plush-lv-2,_row_,missing,present
pink-canari-plush-lv-3,_row_,missing,present
pink-chairs,_row_,missing,present
plaid-chairs-b,_row_,missing,present
plaid-chairs-r,_row_,missing,present
plaid-chairs-y,_row_,missing,present
plump-beans,_row_,missing,present
plusle-fur,_row_,missing,present
poisonium-z,_row_,missing,present
poke-ball-hisuian,_row_,missing,present
pokedex,_row_,missing,present
pokedex-item,_row_,missing,present
pokeshi-doll,_row_,missing,present
polka-dot-chairs,_row_,missing,present
polkadot-bow,_row_,missing,present
pop-pod,_row_,missing,present
popping-candy,_row_,missing,present
portraitmail,_row_,missing,present
porygon-fragment,_row_,missing,present
pp-up-debug,_row_,missing,present
pretty-feather,_row_,missing,present
primarium-z,_row_,missing,present
przcureberry,_row_,missing,present
psn-cure-berry,_row_,missing,present
psychium-z,_row_,missing,present
pumkin-berry,_row_,missing,present
question-marks,_row_,missing,present
raikou-treat,_row_,missing,present
rainbow-badge,_row_,missing,present
rainbow-feather,_row_,missing,present
rainbow-slate,_row_,missing,present
rayquaza-treat,_row_,missing,present
red-canari-plush-lv-1,_row_,missing,present
red-canari-plush-lv-2,_row_,missing,present
red-canari-plush-lv-3,_row_,missing,present
remedy,_row_,missing,present
reshiram-treat,_row_,missing,present
resist-feather,_row_,missing,present
revitalizing-twig,_row_,missing,present
rhyhorn-fang,_row_,missing,present
riding-wear,_row_,missing,present
rockium-z,_row_,missing,present
rotom-pokedex,_row_,missing,present
salt-cake,_row_,missing,present
sand-radish,_row_,missing,present
scatter-bang,_row_,missing,present
scraggy-sweat,_row_,missing,present
secret-key-kanto,_row_,missing,present
secret-key-sinnoh,_row_,missing,present
secret-medicine,_row_,missing,present
seed-of-mastery,_row_,missing,present
seel-fur,_row_,missing,present
shieldon-claw,_row_,missing,present
silver-feather,_row_,missing,present
simple-chairs,_row_,missing,present
skarmory-feather,_row_,missing,present
sky-tumblestone,_row_,missing,present
smeargle-paint,_row_,missing,present
smoke-bomb,_row_,missing,present
snorlium-z,_row_,missing,present
snow-balm,_row_,missing,present
snubbull-hair,_row_,missing,present
solgaleo-treat,_row_,missing,present
solganium-z,_row_,missing,present
solosis-gel,_row_,missing,present
sootfoot-root,_row_,missing,present
soul-badge,_row_,missing,present
soul-slate,_row_,missing,present
space-balm,_row_,missing,present
spectrier-treat,_row_,missing,present
spoiled-apricorn,_row_,missing,present
spooky-chairs,_row_,missing,present
springy-mushroom,_row_,missing,present
squall-slate,_row_,missing,present
stealth-spray,_row_,missing,present
steelium-z,_row_,missing,present
stellar-tera-shard,_row_,missing,present
sticker-case,_row_,missing,present
sticky-glob,_row_,missing,present
storage-key-hoenn,_row_,missing,present
storage-key-sinnoh,_row_,missing,present
stratospheric-slate,_row_,missing,present
striped-chairs,_row_,missing,present
suicune-treat,_row_,missing,present
super-lumiose-galette,_row_,missing,present
superb-remedy,_row_,missing,present
supreme-butter,_row_,missing,present
surf-mail,_row_,missing,present
survival-charm,_row_,missing,present
swap-snack,_row_,missing,present
swift-feather,_row_,missing,present
swordcap,_row_,missing,present
synchro-machine,_row_,missing,present
tapunium-z,_row_,missing,present
tasty-trash,_row_,missing,present
tectonic-slate,_row_,missing,present
tempting-charm,_row_,missing,present
tentacool-stinger,_row_,missing,present
terrakion-treat,_row_,missing,present
teru-sama,_row_,missing,present
thunder-badge,_row_,missing,present
time-balm,_row_,missing,present
tm001,_row_,missing,present
tm002,_row_,missing,present
tm003,_row_,missing,present
tm004,_row_,missing,present
tm005,_row_,missing,present
tm006,_row_,missing,present
tm007,_row_,missing,present
tm008,_row_,missing,present
tm009,_row_,missing,present
tm010,_row_,missing,present
tm011,_row_,missing,present
tm012,_row_,missing,present
tm013,_row_,missing,present
tm014,_row_,missing,present
tm015,_row_,missing,present
tm016,_row_,missing,present
tm017,_row_,missing,present
tm018,_row_,missing,present
tm019,_row_,missing,present
tm020,_row_,missing,present
tm021,_row_,missing,present
