form/version_group/method/move,column,pokeapi,pokedb
miraidon-glide-mode/scarlet-violet/level-up/electro-drift,_row_,present,missing
miraidon-glide-mode/scarlet-violet/level-up/metal-sound,_row_,present,missing
miraidon-glide-mode/scarlet-violet/level-up/mirror-coat,_row_,present,missing
miraidon-glide-mode/scarlet-violet/level-up/outrage,_row_,present,missing
miraidon-glide-mode/scarlet-violet/level-up/thunder,_row_,present,missing
miraidon-glide-mode/scarlet-violet/level-up/overheat,_row_,present,missing
miraidon-glide-mode/scarlet-violet/level-up/hyper-beam,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/swords-dance,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/body-slam,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/take-down,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/hyper-beam,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/solar-beam,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/thunderbolt,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/thunder-wave,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/thunder,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/agility,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/confuse-ray,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/light-screen,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/reflect,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/rest,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/substitute,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/protect,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/scary-face,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/outrage,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/endure,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/sleep-talk,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/crunch,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/facade,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/taunt,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/helping-hand,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/overheat,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/dragon-claw,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/calm-mind,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/u-turn,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/dragon-pulse,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/power-gem,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/giga-impact,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/zen-headbutt,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/flash-cannon,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/draco-meteor,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/charge-beam,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/heavy-slam,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/electro-ball,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/acrobatics,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/volt-switch,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/dragon-tail,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/wild-charge,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/snarl,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/eerie-impulse,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/electric-terrain,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/dazzling-gleam,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/tera-blast,_row_,present,missing
miraidon-glide-mode/scarlet-violet/machine/charge,_row_,present,missing
squirtle/firered-leafgreen/level-up/follow-me,_row_,missing,present
magmar/colosseum/machine/follow-me,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/level-up/double-kick,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/level-up/headbutt,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/level-up/tackle,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/body-slam,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/take-down,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/level-up/thrash,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/level-up/double-edge,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/double-edge,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/level-up/tail-whip,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/surf,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/hyper-beam,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/earthquake,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/dig,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/level-up/rest,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/rest,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/rock-slide,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/substitute,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/thief,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/egg/curse,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/curse,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/reversal,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/protect,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/level-up/scary-face,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/scary-face,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/outrage,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/sandstorm,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/endure,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/level-up/swagger,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/sleep-talk,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/rain-dance,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/sunny-day,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/facade,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/egg/endeavor,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/endeavor,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/rock-tomb,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/bulk-up,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/level-up/close-combat,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/close-combat,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/level-up/assurance,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/giga-impact,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/level-up/zen-headbutt,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/zen-headbutt,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/iron-head,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/stone-edge,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/bulldoze,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/level-up/work-up,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/wild-charge,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/drill-run,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/high-horsepower,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/throat-chop,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/smart-strike,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/stomping-tantrum,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/body-press,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/lash-out,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/tera-blast,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/level-up/raging-bull,_row_,missing,present
tauros-paldean-combat-breed/scarlet-violet/machine/trailblaze,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/level-up/double-kick,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/level-up/headbutt,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/level-up/tackle,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/body-slam,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/take-down,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/level-up/thrash,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/double-edge,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/level-up/tail-whip,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/flamethrower,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/hyper-beam,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/fire-spin,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/earthquake,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/dig,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/fire-blast,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/level-up/rest,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/rest,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/rock-slide,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/substitute,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/thief,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/egg/curse,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/curse,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/reversal,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/protect,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/level-up/scary-face,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/scary-face,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/outrage,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/sandstorm,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/endure,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/level-up/swagger,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/sleep-talk,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/rain-dance,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/sunny-day,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/will-o-wisp,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/facade,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/egg/endeavor,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/endeavor,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/overheat,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/rock-tomb,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/bulk-up,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/level-up/close-combat,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/close-combat,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/level-up/flare-blitz,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/flare-blitz,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/giga-impact,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/level-up/zen-headbutt,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/zen-headbutt,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/iron-head,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/stone-edge,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/level-up/flame-charge,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/flame-charge,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/bulldoze,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/level-up/work-up,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/wild-charge,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/drill-run,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/high-horsepower,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/smart-strike,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/stomping-tantrum,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/body-press,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/lash-out,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/tera-blast,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/level-up/raging-bull,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/trailblaze,_row_,missing,present
tauros-paldean-blaze-breed/scarlet-violet/machine/temper-flare,_row_,missing,present
tauros-paldean-aqua-breed/scarlet-violet/level-up/double-kick,_row_,missing,present
tauros-paldean-aqua-breed/scarlet-violet/level-up/headbutt,_row_,missing,present
tauros-paldean-aqua-breed/scarlet-violet/level-up/tackle,_row_,missing,present
tauros-paldean-aqua-breed/scarlet-violet/machine/body-slam,_row_,missing,present
tauros-paldean-aqua-breed/scarlet-violet/machine/take-down,_row_,missing,present
tauros-paldean-aqua-breed/scarlet-violet/level-up/thrash,_row_,missing,present
tauros-paldean-aqua-breed/scarlet-violet/machine/double-edge,_row_,missing,present
tauros-paldean-aqua-breed/scarlet-violet/level-up/tail-whip,_row_,missing,present
tauros-paldean-aqua-breed/scarlet-violet/machine/hydro-pump,_row_,missing,present
tauros-paldean-aqua-breed/scarlet-violet/machine/surf,_row_,missing,present
tauros-paldean-aqua-breed/scarlet-violet/machine/hyper-beam,_row_,missing,present
tauros-paldean-aqua-breed/scarlet-violet/machine/earthquake,_row_,missing,present
tauros-paldean-aqua-breed/scarlet-violet/machine/dig,_row_,missing,present
tauros-paldean-aqua-breed/scarlet-violet/level-up/rest,_row_,missing,present
tauros-paldean-aqua-breed/scarlet-violet/machine/rest,_row_,missing,present
tauros-paldean-aqua-breed/scarlet-violet/machine/rock-slide,_row_,missing,present
tauros-paldean-aqua-breed/scarlet-violet/machine/substitute,_row_,missing,present
tauros-paldean-aqua-breed/scarlet-violet/machine/thief,_row_,missing,present
tauros-paldean-aqua-breed/scarlet-violet/egg/curse,_row_,missing,present
tauros-paldean-aqua-breed/scarlet-violet/machine/curse,_row_,missing,present
